,researcher_name,skills
102,"Mandal, Krishna","{'sc', 'main streetcolumbia', 'swearingenroom main', 'swearingenroom main streetcolumbia'}"
103,"Matolak, David","{'sc', 'main streetcolumbia', 'swearingenroom main', 'swearingenroom main streetcolumbia'}"
104,"Matta, Fabio","{'conduct experimental', 'matta team', 'structure sponsor', 'stressor area', 'facility corrosion', 'quality earth', 'earth masonry', 'dr matta', 'national institute standard technology', 'ranging affordable', 'affordable high', 'emphasis extreme stressor area affordable high quality dwelling structure hazard mitigation strengthening repair civil structure multi scale multi functional reinforcement cement composite concrete load testing', 'scale multi', 'standard technology', 'department energy', 'masonry advanced', 'advanced cement', 'team conduct', 'multi scale', 'monitoring assessment', 'concrete load', 'extreme stressor', 'assessment constructed', 'dr matta team conduct experimental theoretical construction material structural performance', 'emphasis extreme', 'monitoring assessment constructed facility corrosion steel concrete structure sponsor national science foundation', 'cement composite', 'industry', 'science foundation', 'institute standard', 'ranging affordable high quality earth masonry advanced cement polymer matrix composite', 'concrete structure', 'high quality', 'experimental theoretical', 'reinforcement cement', 'material structural', 'national institute', 'dwelling structure', 'steel concrete', 'theoretical construction', 'matrix composite', 'cement polymer', 'constructed facility', 'civil structure', 'national science', 'mitigation strengthening', 'composite concrete', 'load testing', 'repair civil', 'corrosion steel', 'polymer matrix', 'hazard mitigation', 'structural performance', 'quality dwelling', 'strengthening repair', 'functional reinforcement', 'structure multi', 'area affordable', 'construction material', 'sponsor national', 'multi functional', 'structure hazard'}"
105,"Matthews, Catherine","{'instructor csce', 'instructor csce class', 'csce class'}"
106,"Matthews, Manton M","{'security', 'language processing', 'natural language', 'graph theory', 'natural language processing'}"
107,"Matthews, Michael A.","{'project related hydrogen storage chemical hydride', 'hazard dr', 'society american', 'carbonix llc', 'mike matthew', 'green chemistry ha raised funding ha published approximately journal paper ha served department chair', 'pem fuel', 'improved understanding hydration state reaction product important decreasing total water utilization reaction', 'journal paper', 'major thrust', 'biomedical application', 'improved understanding', 'matthew obtained', 'associate dean', 'underway group', 'field thermodynamics', 'chemical hydride', 'state reaction', 'deliquescence reaction', 'hydride hydrogen', 'application pem fuel cell funding nsf doe ha led expanded understanding role deliquescence reaction water vapor sodium borohydride addition', 'thrust utilization', 'american institute', 'understanding hydration', 'paper ha', 'published approximately', 'raised funding', 'institute chemical', 'understanding role', 'society ac', 'engineer two', 'engineering chemistry', 'utilization chemical', 'allergenic protein', 'protein respiratory', 'american chemical', 'approximately journal', 'environmental health', 'ha focused', 'water vapor', 'product important', 'science aimed', 'institute environmental', 'ha served', 'hydrogen storage', 'conduct broad', 'imaging bioengineering', 'application supercritical', 'cell funding', 'utilization reaction', 'indoor allergenic', 'group first', 'hydration state', 'nsf doe', 'aimed abatement', 'institute biomedical', 'three sbir', 'biomedical imaging', 'obtained ph', 'chair industrial engineering chemistry division american chemical society ac currently serf committee environmental improvement ac fellow american chemical society american institute chemical engineer two major thrust underway group first deal application supercritical carbon dioxide biomedical application funding national institute biomedical imaging bioengineering ha focused development novel technology sterilization disinfection synthetic natural biomaterials funding national institute environmental health science aimed abatement indoor allergenic protein respiratory hazard dr matthew founded carbonix llc aid three sbir grant niehs second thrust utilization chemical hydride hydrogen storage medium', 'natural biomaterials', 'development novel', 'fuel cell', 'technology sterilization', 'dioxide biomedical', 'storage chemical', 'expanded understanding', 'borohydride addition', 'improvement ac', 'grant niehs', 'department chair', 'abatement indoor', 'ac currently', 'sbir grant', 'thrust underway', 'llc aid', 'national institute', 'ph texas', 'environmental improvement', 'fellow american', 'project related', 'served department', 'dr matthew', 'chemistry division', 'division american', 'funding national', 'funding nsf', 'ha published', 'aid three', 'supercritical carbon', 'currently serf', 'texas joined', 'matthew founded', 'funding ha', 'chemical engineer', 'respiratory hazard', 'green chemistry', 'joined teach', 'niehs second', 'role deliquescence', 'deal application', 'vapor sodium', 'total water', 'broad field', 'two major', 'biomaterials funding', 'carbon dioxide', 'serf committee', 'disinfection synthetic', 'related hydrogen', 'first deal', 'bioengineering ha', 'ha raised', 'decreasing total', 'ac fellow', 'second thrust', 'storage medium', 'application funding', 'sodium borohydride', 'reaction product', 'led expanded', 'teach conduct', 'biomedical engineering', 'novel technology', 'doe ha', 'sterilization disinfection', 'industrial engineering', 'health science', 'focused development', 'chair industrial', 'professor mike', 'founded carbonix', 'synthetic natural', 'committee environmental', 'chemistry ha', 'reaction water', 'ha led', 'water utilization', 'chemical society', 'professor mike matthew obtained ph texas joined teach conduct broad field thermodynamics', 'application pem', 'important decreasing'}"
108,"McAnally, A. Steve","{'dr mcanally', 'reform civil', 'cost portable', 'metal removal', 'low cost', 'municipal wastewater', 'optimization study', 'corrosion control', 'production using', 'study potable', 'recent project', 'wetland application', 'water wastewater', 'water treatment', 'industrial waste', 'constructed wetland application industrial municipal wastewater treatment education reform civil environmental engineering', 'application developing', 'portable water', 'technology application', 'heavy metal', 'education reform', 'treatment heavy', 'using low', 'appropriate technology', 'waste minimization', 'developing community', 'mcanally focus', 'project optimization', 'treatment education', 'potable water', 'environmental engineering', 'unit area', 'focus water', 'particularly appropriate', 'area water', 'dr mcanally focus water wastewater treatment', 'application industrial', 'water production', 'constructed wetland', 'civil environmental', 'wastewater treatment', 'particularly appropriate technology application developing community recent project optimization study potable water production using low cost portable water treatment unit area water treatment heavy metal removal corrosion control', 'removal corrosion', 'industrial municipal', 'community recent', 'industrial waste minimization', 'treatment unit'}"
109,"McCants, Dale ","{'heat transfer', 'mccants nanofluids', 'computational fluid', 'electronics thermal management', 'thermal management', 'experimental computational', 'dr mccants', 'dr mccants nanofluids heat transfer mechanic', 'transfer mechanic', 'electronics thermal', 'fluid dynamic', 'dynamic heat', 'nanofluids heat', 'experimental computational fluid dynamic heat transfer'}"
110,"McNeill, Stephen ","{'reverse engineering', 'dr mcneill', 'mechanic reverse', 'image correlation', 'experimental mechanic reverse engineering', 'digital image correlation', 'computer vision', 'mcneill computer', 'experimental mechanic', 'digital image', 'dr mcneill computer vision', 'microprocessor'}"
111,"Meekins, Benjamin H.","{'hydrogen generation', 'solid state electrochemistry', 'photoelectrochemistry', 'state electrochemistry', 'electrochemistry', 'solar energy', 'solid state'}"
112,"Mobli, Mostafa","{'problem involving', 'method simulate', 'thermal analysis glow discharge show importance accurate temperature analysis glow discharge simulation', 'range fluid', 'simulate phase', 'discharge show', 'importance accurate', 'applying previously', 'fluid flow', 'glow discharge', 'involving reactive', 'wide range', 'method applying', 'continuous method', 'application specially', 'cooling industry', 'interested numerical', 'nano scale', 'flow heat', 'previously developed', 'scale used', 'solution problem', 'developed method', 'temperature analysis', 'focused developing', 'numerical solution', 'accurate temperature', 'specially focused', 'developing new', 'used various', 'new numerical', 'analyze wide', 'focused continuous', 'phase change', 'change micro', 'heat transfer', 'discharge simulation', 'reactive flow', 'interested numerical solution problem involving reactive flow heat transfer focused developing new numerical method applying previously developed method analyze wide range fluid flow heat transfer application specially focused continuous method simulate phase change micro nano scale used various cooling industry', 'transfer focused', 'transfer application', 'various cooling', 'thermal analysis', 'analysis glow', 'numerical method', 'show importance', 'method analyze', 'micro nano'}"
113,"Monnier, John R.","{'higher output', 'focus heterogeneous', 'either changing', 'support perhaps', 'applied wide', 'silica supported composition ag pt', 'transformation hydrocarbon', 'difficult correlate', 'result selective', 'selective oxidation biomass molecule glycerol', 'laboratory us', 'engineering centerroom', 'salt onto', 'pem fuel', 'ed result selective deposition secondary metal onto metallic surface formation isolated crystallite secondary metal catalyst support perhaps importantly', 'cu pd', 'changing catalyst', 'either preparative', 'rational catalyst', 'onto pre', 'range metal', 'whereby controlled chemical reaction used deposit metal salt onto catalytic metal site ha activated reducing agent process may either catalytic deposition metal salt metal solution onto pre existing metal metal support autocatalytic deposition metal salt metal onto reduced', 'doe occur', 'site permit', 'onto reduced', 'current design', 'sc', 'industrially relevant', 'tested electrocatalysts', 'active surface', 'ensure formation', 'catalyst design', 'composition ag', 'deposition secondary', 'prepared large', 'design synthesis', 'novel bimetallic', 'formation separate metallic particle metal doe occur thus', 'metal solution', 'proximity bimetallic', 'chemical higher', 'performance bimetallic', 'selective oxidation', 'crystallite secondary', 'currently funded', 'synthesis often', 'heterogeneous catalysis', 'surface site', 'onto metallic', 'deposited metal metal', 'depending nature activated metal site reducing agent principle', 'contiguous proximity', 'multi functional', 'using electroless', 'olefin reaction', 'centerroom main', 'deposition supported', 'ensemble catalytic', 'carried either', 'output pem', 'large number', 'catalytic surface', 'hydrogenation multi', 'step metal', 'nature activated', 'autocatalytic deposition', 'whereby controlled', 'metal support', 'single pas', 'virtually impossible', 'particle metal', 'metal catalyst', 'reaction selective', 'property catalytic', 'opportunity changing', 'composition laboratory', 'six two', 'metal doe', 'catalyst synthesis', 'formation bimetallic', 'oxidation biomass', 'catalyst performance', 'metal contiguous', 'us electroless', 'controlled chemical', 'ag pt', 'reducing agent', 'catalytic deposition', 'st ambrose', 'plug flow', 'site ha', 'pas plug', 'high pressure', 'afford great', 'electroless deposition', 'number bimetallic', 'biomass molecule', 'onto catalyst', 'industrial company', 'synthesis novel', 'stirred tank', 'catalyst surface', 'formation separate', 'either changing catalyst surface ensemble catalytic site permit selected reaction pathway', 'reaction pathway', 'either simultaneous', 'chemical reaction', 'pt rh', 'addition either', 'occur thus', 'isolated crystallite', 'surface ensemble', 'often carried', 'surface formation', 'two high', 'modifying electronic', 'ranging rational catalyst design synthesis characterization evaluation current design synthesis novel bimetallic catalyst selective transformation hydrocarbon higher value chemical higher output pem fuel cell bimetallic catalyst afford great opportunity changing performance', 'fuel cell', 'surface placing', 'deposition ed', 'catalytic site', 'agent process', 'metal metal', 'may either', 'ranging rational', 'process applied', 'selective deposition', 'ha activated', 'selective hydrogenation multi functional olefin reaction conducted either automated', 'support autocatalytic', 'several industrial', 'catalyst composition', 'changing performance', 'wide range', 'tank reactor', 'selected reaction', 'virtually impossible ensure formation bimetallic particle rather', 'difficult characterize', 'reactor six', 'selective transformation', 'perhaps importantly', 'silica supported', 'project currently', 'catalyst support', 'support successive', 'supported composition', 'metal prepared', 'value chemical', 'activated reducing', 'used deposit', 'introducing bifunctionality active surface placing different catalytic metal contiguous proximity bimetallic catalyst synthesis often carried either simultaneous co impregnation metal salt onto catalyst support successive step metal salt addition either preparative method', 'process may', 'existing metal', 'modifying electronic property catalytic surface site', 'agent principle', 'metal salt', 'ed industrially relevant process applied wide range metal prepared large number bimetallic catalyst using electroless deposition supported carbon', 'catalyst selective', 'molecule glycerol', 'onto catalytic', 'catalytic system', 'selective epoxidation', 'epoxidation olefin', 'great opportunity', 'activated metal', 'solution onto', 'hydrocarbon higher', 'cell bimetallic', 'formation isolated', 'rh tested', 'successive step', 'evaluated traditional', 'pt co', 'co impregnation', 'pressure batch', 'characterization evaluation', 'doe', 'salt addition', 'au pd', 'bifunctionality active', 'engineering centerroom main streetcolumbia', 'traditional catalytic', 'catalytic reaction', 'metal site', 'even difficult correlate catalyst performance bimetallic catalyst composition laboratory us electroless deposition ed', 'catalytic metal', 'main streetcolumbia', 'pre existing', 'synthesis characterization', 'pt pd', 'several industrial company', 'site reducing', 'ed result', 'placing different', 'correlate catalyst', 'deposit metal', 'pt rh tested electrocatalysts pem fuel cell', 'either catalytic', 'impossible ensure', 'relevant process', 'pd evaluated', 'preparative method', 'bimetallic particle', 'evaluation current', 'deposition metal', 'secondary metal', 'metallic surface', 'group focus heterogeneous catalysis', 'metal onto', 'introducing bifunctionality', 'catalyst using', 'metallic particle', 'particle rather', 'catalyst afford', 'simultaneous co', 'separate metallic', 'salt metal', 'ed industrially', 'supported carbon', 'conducted either', 'either automated', 'flow reactor', 'difficult characterize catalytic system', 'electronic property', 'higher value', 'different catalytic', 'deposited metal', 'depending nature', 'functional olefin', 'reactor project', 'permit selected', 'characterize catalytic', 'electrocatalysts pem', 'single pas plug flow reactor six two high pressure batch stirred tank reactor project currently funded nsf', 'bimetallic catalyst', 'impregnation metal', 'even difficult', 'selective hydrogenation', 'reaction used', 'group focus', 'funded nsf', 'wisconsin milwaukee', 'batch stirred', 'cu pd evaluated traditional catalytic reaction selective epoxidation olefin', 'reaction conducted'}"
114,"Morehouse, Jeff ","{'energy system', 'ranging space', 'morehouse student', 'engine application', 'system dr', 'conventional hvac', 'system design', 'involved conventional', 'storage system', 'project evaporative', 'long associated', 'change storage', 'space based', 'currently involved', 'coupled heat', 'pump phase', 'cell power', 'ground coupled', 'design analysis', 'ranging space based fuel cell power system ground coupled heat pump phase change storage system dr morehouse ha long associated solar energy system design analysis currently involved conventional hvac control project evaporative system application humid climate', 'analysis currently', 'broad range', 'evaporative system', 'range thermodynamic', 'control project', 'investigated broad', 'phase change', 'system ground', 'dr morehouse', 'based fuel', 'heat engine', 'ha long', 'associated solar', 'humid climate', 'student investigated', 'heat pump', 'dr morehouse student investigated broad range thermodynamic heat engine application', 'thermodynamic heat', 'fuel cell', 'application humid', 'morehouse ha', 'hvac control', 'solar energy', 'system application', 'power system'}"
115,"Moss, Melissa Ann","{'including nf kb activation correlating change ab aggregation cellular effect assist effort design effective therapeutic agent alzheimer disease therapy', 'dynamic light', 'one therapeutic', 'apoptosis endothelial', 'design effective', 'kb activation', 'seek determine various aggregation product affect neuronal vascular cell particular', 'product affect', 'interested ab stimulation neuronal apoptosis endothelial inflammatory response', 'involvement protein', 'determine various', 'inflammatory response', 'accumulate brain', 'brain associated', 'associated neuronal', 'change ab', 'atomic force microscopy furthermore', 'inhibitor attenuate', 'alzheimer disease', 'sc moss', 'various aggregation', 'agent alzheimer', 'inhibition aggregation', 'emerged one', 'interested ab', 'aggregation ha', 'aggregation process', 'inhibition aggregation ha emerged one therapeutic approach alzheimer disease focus understand aggregation process identify characterize inhibitor attenuate aggregation utilize myriad biophysical technique including chromatography', 'electron microscopy', 'including chromatography', 'ab aggregation', 'assist effort', 'yield plaque', 'understand aggregation', 'western blotting', 'effort design', 'aggregate fibril', 'vascular cell', 'characterize inhibitor', 'primarily amyloid', 'therapeutic agent', 'activation correlating', 'composed primarily', 'cell particular', 'myriad biophysical', 'ha emerged', 'aggregation alzheimer', 'neuronal vascular', 'approach alzheimer', 'affect neuronal', 'light scattering', 'aggregation product', 'loss cerebrovasculature', 'ab stimulation', 'perpetuate stoke', 'seek determine', 'endothelial inflammatory', 'neuronal loss', 'neuronal apoptosis', 'aggregation cellular', 'stimulation neuronal', 'plaque composed', 'may perpetuate', 'nf kb', 'microscopy furthermore', 'plaque consequently', 'therapeutic approach', 'fibril deposit', 'protein aggregation', 'disease one', 'deposit yield', 'including nf', 'effect assist', 'effective therapeutic', 'disease therapy', 'correlating change', 'atomic force', 'aggregation utilize', 'process identify', 'sc moss focus involvement protein aggregation alzheimer disease one hallmark alzheimer disease senile plaque accumulate brain associated neuronal loss cerebrovasculature may perpetuate stoke plaque composed primarily amyloid protein aggregate fibril deposit yield plaque consequently', 'static dynamic light scattering', 'technique including', 'cerebrovasculature may', 'hallmark alzheimer', 'attenuate aggregation', 'one hallmark', 'plaque accumulate', 'main streetroom', 'utilize myriad', 'disease senile', 'senile plaque', 'focus understand', 'identify characterize', 'fluorescence spectroscopy', 'moss focus', 'amyloid protein', 'focus involvement', 'protein aggregate', 'force microscopy', 'dot blotting', 'stoke plaque', 'static dynamic', 'biophysical technique', 'cellular effect', 'disease focus'}"
116,"Mullen, Robert L","{'room main st columbia', 'room main', 'st columbia', 'pm pm', 'tr pm', 'sc tr', 'main st', 'sc tr pm pm'}"
117,"Mustain, William E","{'battery', 'electrochemical engineering', 'synthesis', 'electrocatalysis'}"
118,"Nelakuditi, Srihari","{'mobile computing', 'computer networking', 'wireless networking'}"
119,"Nezhad, Cyrus Riahi","{'synthesis characterization mesoporous heterogeneous catalyst oxidative destruction volatile organic compound application automotive exhaust emission control', 'fluid mechanic', 'utilizing experimental', 'including electro', 'combination fluid', 'area specialization', 'waste water', 'hydrogen production', 'innovative combination', 'water treatment', 'application nano', 'radioactive waste', 'sc', 'levee levee', 'heating cooling', 'heterogeneous catalysis', 'high liquid', 'heterogeneous catalysis separation enhanced electric field including electro mixing', 'nano catalyst', 'heterogeneous catalyst', 'electro mixing', 'biofuel production', 'waste treatment', 'street room', 'analysis application', 'catalyst hydrogen', 'liquid flow', 'driven air', 'water gas', 'engine driven', 'characterization mesoporous', 'high liquid flow packed tower optimal gas liquid phase interaction', 'riahi nezhad', 'hydraulic fluid mechanic utilizing experimental numerical analysis application flow breached levee levee closure', 'broad area', 'packed tower', 'drop electro coalescence application biofuel production', 'electric field', 'application nano catalyst hydrogen production using water gas shift reaction', 'shift reaction', 'optimal gas', 'emission control', 'field including', 'numerical analysis', 'flow packed', 'mesoporous heterogeneous', 'oxidative destruction', 'coalescence application', 'electro coalescence', 'compound application', 'radioactive waste treatment', 'automotive exhaust', 'gas engine driven air conditioning gedac heating cooling', 'exhaust emission', 'levee closure', 'using water', 'phase interaction', 'conditioning gedac', 'separation enhanced', 'experimental numerical', 'gas liquid', 'application flow', 'separation science', 'synthesis characterization', 'gas shift', 'organic compound', 'gedac heating', 'production using', 'hydraulic fluid', 'drop electro', 'gas engine', 'catalysis separation', 'destruction volatile', 'application automotive', 'mechanic utilizing', 'tannery waste', 'application biofuel', 'enhanced electric', 'specialization based', 'flow breached', 'main street', 'based innovative', 'air conditioning', 'catalyst oxidative', 'volatile organic', 'nezhad broad', 'liquid phase', 'breached levee', 'main street room', 'tannery waste water treatment', 'riahi nezhad broad area specialization based innovative combination fluid mechanic', 'tower optimal'}"
120,"O'Kane, Jason",{'robotics'}
121,"O'Reilly, James","{'james reilly', 'undergraduate course', 'teach various', 'james reilly teach various undergraduate course', 'various undergraduate', 'reilly teach'}"
122,"Ortiz-Hernandez, Ivelisse","{'chemical engineering', 'energy system', 'development characterization', 'alternate energy', 'engineering chemical', 'chemical technology', 'ortiz hernandez background involves study heterogeneous catalytic system reaction condition involves development characterization new catalytic material application environmental alternate energy system also interested use analytical instrumentation technique characterization material study chemical reaction experience involves teaching developing new curriculum area chemical engineering chemical technology', 'ph', 'interested use', 'characterization material', 'ortiz hernandez', 'environmental alternate', 'reaction condition', 'material application', 'catalytic material', 'experience involves', 'puerto rico', 'area chemical', 'characterization new', 'curriculum area', 'new catalytic', 'catalytic system', 'heterogeneous catalytic', 'instrumentation technique', 'developing new', 'material study', 'system also', 'chemical reaction', 'use analytical', 'also interested', 'hernandez background', 'condition involves', 'technique characterization', 'background involves', 'application environmental', 'study chemical', 'ch', 'teaching developing', 'involves development', 'involves study', 'system reaction', 'reaction experience', 'involves teaching', 'analytical instrumentation', 'new curriculum', 'study heterogeneous'}"
123,"Pain, Christopher C.","{'modelling group', 'resolution linear', 'honored imperial', 'phd student', 'linear dynamic', 'transient coastal', 'coupled fluid solid modelling discrete element method', 'inversion transient', 'industry council', 'ha core', 'numerical shape', 'error measure', 'mesh adaptivity', 'winning excellence', 'college london', 'coastal flow', 'uk also head applied computation modelling group amcg', 'neutral particle radiation transport', 'applied computation', 'london icl', 'active scientist', 'nuclear safety', 'dynamic including', 'phase ocean', 'majority activity', 'electrical inversion', 'adaptive multi', 'graduated phd', 'flow using', 'optimisation', 'group amcg', 'geophysical fluid', 'imaging', 'academic general', 'numerical shape description differential geometry original author general purpose parallel computational fluid dynamic code fluidity foundation majority activity key proposal', 'discretization technique', 'neural network', 'numerical method', 'seismic inversion', 'solution technique', 'grouping icl', 'modelling feature', 'impact cratering wa honored imperial college london winning excellence award', 'solid modelling', 'oceanography geophysical fluid dynamic', 'parallel computational', 'including multi', 'wa honored', 'modelling ha', 'fluid including', 'cratering wa', 'author general', 'discrete element', 'imperial college', 'turbulence modelling', 'adjoint method', 'icl comprises', 'specialises development', 'engineering imperial', 'largest grouping', 'climate system', 'inversion inversion', 'linear equation', 'technique earth', 'department earth', 'original author', 'activity key', 'amcg specialises', 'anisotropic electrical', 'science engineering', 'head applied', 'fluidity foundation', 'radiation transport', 'priori error', 'particle radiation', 'uk also', 'recurrent feed', 'book chapter', 'ha included', 'purpose parallel', 'atmosphere climate', 'dynamic code', 'element method', 'mesh adaptive multi phase ocean modelling feature inverse modelling ha included anisotropic electrical inversion', 'innovative world', 'fluid dynamic', 'also head', 'description differential', 'graduated phd student completed industry council grant', 'dr pain professor department earth science engineering imperial college london icl', 'foundation majority', 'non linear', 'modelling discrete', 'multi phase', 'inversion method', 'priori error measure mesh adaptivity', 'patent', 'engineering biomedical', 'london winning', 'differential geometry', 'general purpose', 'group ha', 'method ocean', 'authored journal', 'science group', 'mesh adaptive', 'key proposal', 'completed industry', 'resolution linear non linear equation', 'dr pain', 'world leading', 'forward neural', 'atmosphere climate system', 'modelling technique', 'measure mesh', 'recognition world leading dr pain academic general computational fluid dynamic including multi phase flow', 'fluid solid', 'recognition world', 'biomedical science', 'core numerical', 'non linear dynamic', 'pain academic', 'feed forward', 'neutral particle', 'parallel solution', 'including multiphase', 'largest grouping icl comprises active scientist amcg specialises development application innovative world leading modelling technique earth', 'scientist amcg', 'impact cratering', 'development application', 'including parallel', 'council grant', 'excellence award', 'shape description', 'using adjoint', 'seismic inversion inversion transient coastal flow using adjoint method ha authored journal publication', 'phase flow', 'journal publication', 'geometry original', 'coupled fluid', 'feature inverse', 'general computational', 'comprises active', 'multiphase flow', 'leading dr', 'leading modelling', 'student completed', 'computational fluid', 'computation modelling', 'pain professor', 'ocean modelling', 'oceanography geophysical', 'engineering biomedical science group ha core numerical method ocean', 'earth science', 'engineering fluid', 'code fluidity', 'linear non', 'recurrent feed forward neural network', 'professor department', 'numerical', 'method ha', 'application innovative', 'included anisotropic', 'inverse modelling', 'ha authored', 'engineering fluid including multiphase flow', 'including parallel solution technique'}"
124,"Patel, Chandrashekhar","{'school medicine bldg room garner ferry road columbia', 'endothelial smooth', 'ferry road', 'regulation vascular', 'school medicine', 'bldg room', 'road columbia', 'muscle cell', 'patel molecular', 'smooth muscle', 'vascular endothelial', 'medicine bldg', 'sc patel', 'molecular regulation', 'garner ferry', 'room garner', 'sc patel molecular regulation vascular endothelial smooth muscle cell'}"
125,"Paul, Titan C.","{'heat transfer moisture migration problem building environment', 'heat transfer phase change', 'transfer moisture', 'heat mass', 'thermal management', 'solar technology', 'transfer problem', 'liquid solar', 'conjugate heat', 'dr paul includes energy storage liquid solar technology', 'thermal management microelectronics', 'problem building', 'energy storage', 'management microelectronics', 'moisture migration', 'storage liquid', 'mass transfer', 'method conjugate', 'building environment', 'includes energy', 'phase change', 'heat transfer', 'migration problem', 'transfer phase', 'numerical method conjugate heat mass transfer problem', 'numerical method', 'paul includes', 'dr paul'}"
126,"Peters, Wally ","{'system study', 'dr peter complex system study design', 'complex system', 'study design', 'dr peter', 'peter complex'}"
127,"Plante, Portia","{'undergraduate course', 'teach various', 'plante teach', 'portia plante teach various undergraduate course', 'various undergraduate', 'portia plante'}"
128,"Popov, Branko N.","{'engineering centerroom main streetcolumbia', 'kiril metodij', 'engineering centerroom', 'dr popovpopov', 'main streetcolumbia', 'sc dr popovpopov readership worldwideph', 'popovpopov readership', 'readership worldwideph', 'skopje', 'sc dr', 'zagreb', 'illinois', 'centerroom main', 'croatia', 'macedonia'}"
129,"Potts, Jay","{'hart', 'known epithelial', 'septum accomplished', 'promotes fibroblastic', 'region known', 'therapeutic measure', 'myriad congenital', 'brook', 'yost', 'atrioventricular canal', 'process known', 'formed critical', 'bldg room', 'accomplished process', 'prevalence congenital', 'jd', 'mesenchymal cell', 'portion interventricular', 'involve region', 'medicine bldg', 'transformation understanding', 'epithelial mesenchymal', 'burden myriad', 'pathway atrioventricular', 'heart particular', 'mm', 'cardiac malformation', 'building foundation', 'cell dev', 'ra', 'sociological personal', 'school medicine bldg room garner ferry road columbia', 'canal formed', 'understanding early', 'school medicine', 'canal av', 'membranous portion', 'markwald', 'interventricular septum', 'lineage pathway', 'congenital cardiac', 'fibroblastic lineage', 'road columbia', 'av valve', 'tan', 'measure norris', 'sc prevalence', 'dev dyn', 'rr', 'responsible production', 'av av', 'periostin promotes', 'early heart', 'sc prevalence congenital cardiac malformation place extreme sociological personal burden myriad congenital cardiac defect majority involve region known atrioventricular canal av av canal responsible production av valve membranous portion interventricular septum accomplished process known epithelial mesenchymal cell transformation understanding early heart particular av canal formed critical building foundation future therapeutic measure norris', 'atrioventricular valve', 'rl periostin promotes fibroblastic lineage pathway atrioventricular valve progenitor cell dev dyn', 'known atrioventricular', 'goodwin', 'critical building', 'valve membranous', 'damon', 'av canal', 'foundation future', 'place extreme', 'rl periostin', 'garner ferry', 'majority involve', 'defect majority', 'hoffman', 'production av', 'progenitor cell', 'particular av', 'ferry road', 'cardiac defect', 'personal burden', 'canal responsible', 'malformation place', 'cell transformation', 'extreme sociological', 'valve progenitor', 'potts', 'junor', 'mj', 'room garner', 'future therapeutic'}"
130,"Qian, Yu","{'geotechnics railroad', 'mainly focusing', 'transportation geotechnics', 'arema committee', 'two arema committee', 'discrete element simulation currently serving committee member three trb committee', 'mainly focusing heavy haul transit track structure', 'focusing heavy', 'yu qian', 'infrastructure related', 'high speed', 'serving committee', 'discrete element', 'qian ha', 'haul transit', 'rail transportation', 'simulation currently', 'transportation committee', 'dr yu qian ha working transportation geotechnics railroad infrastructure related', 'working transportation', 'transit track', 'geosynthetics', 'pavement', 'track structure', 'member three', 'currently serving', 'element simulation', 'speed rail', 'two arema', 'high speed rail', 'committee member', 'railroad infrastructure', 'asce rail transportation committee', 'asce rail', 'dr yu', 'ha working', 'heavy haul', 'trb committee', 'three trb'}"
131,"Ranson, Bill ","{'measurement mechanical', 'mechanical system', 'prediction application', 'vision application', 'modeling mechanical', 'technology learning', 'dr ranson', 'invariant computer', 'ranson scale', 'application technology', 'scale invariant', 'dr ranson scale invariant computer vision application measurement mechanical system', 'learning system', 'life prediction', 'mathematical modeling', 'mathematical modeling mechanical system measurement system life prediction application technology learning system', 'measurement system', 'computer vision', 'application measurement', 'system measurement', 'system life'}"
132,"Regalbuto, John R.","{'engineering centerroom main streetcolumbia', 'sc', 'main streetcolumbia', 'notre dame', 'centerroom main', 'engineering centerroom'}"
133,"Regan, Elizabeth A.","{'physician leadership', 'department information', 'school rural', 'board chair', 'board director', 'rhio also', 'adjunct professor', 'kentucky', 'morehead state', 'director northeast', 'organization neky', 'regional health', 'assembly street', 'regional extension', 'sc', 'associate professor', 'faculty kentucky', 'coordinating council', 'chair rhio', 'also serf', 'kentucky state', 'appointed national', 'also adjunct', 'professor arnold', 'connecticutm', 'chair health', 'northeast kentucky', 'himss innovation', 'served chair', 'council kentucky', 'college business', 'management two', 'five year', 'dr regan', 'information technology', 'recently appointed', 'public health', 'national himss', 'suite', 'health prior', 'smith endowed', 'state health', 'exchange faculty', 'medical school', 'served chair department information system', 'health system', 'system management', 'innovation assembly street', 'elmer donna', 'information organization', 'serf regional', 'two year', 'program wa', 'chair department', 'kentucky regional', 'technology associate', 'regan chair', 'year', 'first board', 'endowed chair', 'neky rhio', 'year serf', 'school public', 'innovation committee', 'kentucky dr', 'elizabeth regan', 'information exchange', 'regan served', 'member first', 'innovation assembly', 'wa recently', 'usc july', 'founding member first board chair rhio also serf regional extension center eastern kentucky dr regan served five year coordinating council kentucky state health information exchange faculty kentucky medical school rural physician leadership program wa recently appointed national himss innovation committee', 'professor health', 'donna smith', 'center eastern', 'founding member', 'extension center', 'elmer donna smith endowed chair health system management two year serf board director northeast kentucky regional health information organization neky rhio', 'arnold school', 'connecticutdr elizabeth', 'kentucky medical', 'technology also', 'rural physician', 'department integrated', 'eastern kentucky', 'information system', 'connecticutdr elizabeth regan chair department integrated information technology associate professor health information technology also adjunct professor arnold school public health prior joining usc july', 'leadership program', 'health information', 'serf board', 'integrated information', 'prior joining', 'joining usc', 'served five', 'year coordinating'}"
