,researcher_name,skills
102,"Mandal, Krishna","{'sc', 'main streetcolumbia', 'swearingenroom main', 'swearingenroom main streetcolumbia'}"
103,"Matolak, David","{'sc', 'main streetcolumbia', 'swearingenroom main', 'swearingenroom main streetcolumbia'}"
104,"Matta, Fabio","{'material structural', 'emphasis extreme stressor area affordable high quality dwelling structure hazard mitigation strengthening repair civil structure multi scale multi functional reinforcement cement composite concrete load testing', 'facility corrosion', 'matta team', 'composite concrete', 'ranging affordable high quality earth masonry advanced cement polymer matrix composite', 'emphasis extreme', 'earth masonry', 'load testing', 'national institute', 'multi scale', 'industry', 'standard technology', 'conduct experimental', 'area affordable', 'concrete load', 'dr matta team conduct experimental theoretical construction material structural performance', 'concrete structure', 'high quality', 'constructed facility', 'reinforcement cement', 'team conduct', 'steel concrete', 'functional reinforcement', 'corrosion steel', 'construction material', 'monitoring assessment', 'polymer matrix', 'strengthening repair', 'advanced cement', 'national institute standard technology', 'department energy', 'hazard mitigation', 'structure hazard', 'dr matta', 'theoretical construction', 'structure sponsor', 'stressor area', 'masonry advanced', 'repair civil', 'quality dwelling', 'scale multi', 'assessment constructed', 'cement polymer', 'civil structure', 'ranging affordable', 'extreme stressor', 'monitoring assessment constructed facility corrosion steel concrete structure sponsor national science foundation', 'matrix composite', 'institute standard', 'dwelling structure', 'sponsor national', 'affordable high', 'national science', 'science foundation', 'experimental theoretical', 'mitigation strengthening', 'structure multi', 'quality earth', 'structural performance', 'cement composite', 'multi functional'}"
105,"Matthews, Catherine","{'instructor csce', 'csce class', 'instructor csce class'}"
106,"Matthews, Manton M","{'natural language', 'security', 'natural language processing', 'language processing', 'graph theory'}"
107,"Matthews, Michael A.","{'decreasing total', 'technology sterilization', 'funding ha', 'green chemistry ha raised funding ha published approximately journal paper ha served department chair', 'division american', 'chemistry ha', 'biomedical imaging', 'ha served', 'institute chemical', 'reaction water', 'synthetic natural', 'grant niehs', 'dioxide biomedical', 'novel technology', 'ac currently', 'indoor allergenic', 'improved understanding hydration state reaction product important decreasing total water utilization reaction', 'texas joined', 'protein respiratory', 'chemical hydride', 'american chemical', 'currently serf', 'deal application', 'imaging bioengineering', 'understanding role', 'bioengineering ha', 'professor mike', 'fellow american', 'two major', 'three sbir', 'engineering chemistry', 'application supercritical', 'funding nsf', 'first deal', 'environmental improvement', 'chair industrial engineering chemistry division american chemical society ac currently serf committee environmental improvement ac fellow american chemical society american institute chemical engineer two major thrust underway group first deal application supercritical carbon dioxide biomedical application funding national institute biomedical imaging bioengineering ha focused development novel technology sterilization disinfection synthetic natural biomaterials funding national institute environmental health science aimed abatement indoor allergenic protein respiratory hazard dr matthew founded carbonix llc aid three sbir grant niehs second thrust utilization chemical hydride hydrogen storage medium', 'project related', 'national institute', 'broad field', 'society ac', 'industrial engineering', 'thrust utilization', 'aid three', 'disinfection synthetic', 'committee environmental', 'improved understanding', 'doe ha', 'institute environmental', 'utilization reaction', 'professor mike matthew obtained ph texas joined teach conduct broad field thermodynamics', 'allergenic protein', 'funding national', 'sterilization disinfection', 'borohydride addition', 'hazard dr', 'teach conduct', 'field thermodynamics', 'engineer two', 'society american', 'natural biomaterials', 'vapor sodium', 'improvement ac', 'focused development', 'expanded understanding', 'fuel cell', 'conduct broad', 'founded carbonix', 'water utilization', 'major thrust', 'ha led', 'ha focused', 'product important', 'journal paper', 'institute biomedical', 'cell funding', 'application pem', 'underway group', 'supercritical carbon', 'ha raised', 'development novel', 'pem fuel', 'niehs second', 'health science', 'important decreasing', 'carbon dioxide', 'role deliquescence', 'paper ha', 'mike matthew', 'ha published', 'hydration state', 'chair industrial', 'environmental health', 'utilization chemical', 'storage medium', 'ph texas', 'second thrust', 'chemistry division', 'abatement indoor', 'biomedical application', 'sodium borohydride', 'respiratory hazard', 'american institute', 'application pem fuel cell funding nsf doe ha led expanded understanding role deliquescence reaction water vapor sodium borohydride addition', 'group first', 'hydride hydrogen', 'hydrogen storage', 'biomaterials funding', 'served department', 'matthew founded', 'matthew obtained', 'project related hydrogen storage chemical hydride', 'thrust underway', 'carbonix llc', 'ac fellow', 'reaction product', 'total water', 'approximately journal', 'serf committee', 'chemical engineer', 'green chemistry', 'department chair', 'dr matthew', 'storage chemical', 'deliquescence reaction', 'nsf doe', 'water vapor', 'related hydrogen', 'associate dean', 'application funding', 'joined teach', 'understanding hydration', 'published approximately', 'llc aid', 'state reaction', 'biomedical engineering', 'science aimed', 'raised funding', 'sbir grant', 'chemical society', 'led expanded', 'aimed abatement', 'obtained ph'}"
108,"McAnally, A. Steve","{'wetland application', 'potable water', 'treatment education', 'focus water', 'study potable', 'heavy metal', 'education reform', 'industrial municipal', 'metal removal', 'environmental engineering', 'municipal wastewater', 'wastewater treatment', 'appropriate technology', 'using low', 'industrial waste minimization', 'water production', 'production using', 'constructed wetland', 'water wastewater', 'technology application', 'optimization study', 'dr mcanally', 'treatment unit', 'project optimization', 'mcanally focus', 'application developing', 'particularly appropriate technology application developing community recent project optimization study potable water production using low cost portable water treatment unit area water treatment heavy metal removal corrosion control', 'developing community', 'treatment heavy', 'particularly appropriate', 'corrosion control', 'reform civil', 'constructed wetland application industrial municipal wastewater treatment education reform civil environmental engineering', 'community recent', 'application industrial', 'industrial waste', 'water treatment', 'unit area', 'cost portable', 'civil environmental', 'waste minimization', 'low cost', 'area water', 'dr mcanally focus water wastewater treatment', 'removal corrosion', 'recent project', 'portable water'}"
109,"McCants, Dale ","{'computational fluid', 'dynamic heat', 'transfer mechanic', 'experimental computational fluid dynamic heat transfer', 'electronics thermal management', 'dr mccants', 'experimental computational', 'mccants nanofluids', 'nanofluids heat', 'heat transfer', 'fluid dynamic', 'electronics thermal', 'thermal management', 'dr mccants nanofluids heat transfer mechanic'}"
110,"McNeill, Stephen ","{'microprocessor', 'digital image correlation', 'image correlation', 'experimental mechanic', 'reverse engineering', 'dr mcneill', 'digital image', 'computer vision', 'experimental mechanic reverse engineering', 'mcneill computer', 'mechanic reverse', 'dr mcneill computer vision'}"
111,"Meekins, Benjamin H.","{'solid state', 'electrochemistry', 'photoelectrochemistry', 'solid state electrochemistry', 'hydrogen generation', 'state electrochemistry', 'solar energy'}"
112,"Mobli, Mostafa","{'glow discharge', 'new numerical', 'wide range', 'numerical solution', 'thermal analysis glow discharge show importance accurate temperature analysis glow discharge simulation', 'discharge show', 'importance accurate', 'various cooling', 'change micro', 'cooling industry', 'interested numerical', 'discharge simulation', 'numerical method', 'problem involving', 'method analyze', 'heat transfer', 'transfer focused', 'fluid flow', 'interested numerical solution problem involving reactive flow heat transfer focused developing new numerical method applying previously developed method analyze wide range fluid flow heat transfer application specially focused continuous method simulate phase change micro nano scale used various cooling industry', 'phase change', 'method simulate', 'solution problem', 'flow heat', 'range fluid', 'accurate temperature', 'specially focused', 'transfer application', 'method applying', 'used various', 'thermal analysis', 'developing new', 'show importance', 'application specially', 'analyze wide', 'nano scale', 'reactive flow', 'previously developed', 'simulate phase', 'focused continuous', 'analysis glow', 'applying previously', 'temperature analysis', 'focused developing', 'developed method', 'micro nano', 'scale used', 'continuous method', 'involving reactive'}"
113,"Monnier, John R.","{'process may', 'relevant process', 'selective oxidation biomass molecule glycerol', 'reaction selective', 'metal catalyst', 'virtually impossible ensure formation bimetallic particle rather', 'output pem', 'hydrocarbon higher', 'high pressure', 'electronic property', 'surface site', 'successive step', 'evaluation current', 'deposition secondary', 'pressure batch', 'metal prepared', 'silica supported composition ag pt', 'metallic surface', 'afford great', 'number bimetallic', 'cu pd evaluated traditional catalytic reaction selective epoxidation olefin', 'us electroless', 'either changing catalyst surface ensemble catalytic site permit selected reaction pathway', 'catalyst afford', 'difficult characterize', 'onto catalytic', 'design synthesis', 'support autocatalytic', 'supported composition', 'doe occur', 'catalyst support', 'value chemical', 'salt onto', 'batch stirred', 'engineering centerroom main streetcolumbia', 'industrially relevant', 'novel bimetallic', 'metal contiguous', 'catalytic system', 'agent principle', 'onto metallic', 'synthesis characterization', 'used deposit', 'secondary metal', 'single pas plug flow reactor six two high pressure batch stirred tank reactor project currently funded nsf', 'agent process', 'six two', 'pas plug', 'metal solution', 'catalytic reaction', 'rh tested', 'wisconsin milwaukee', 'separate metallic', 'catalytic site', 'ed industrially', 'onto catalyst', 'au pd', 'crystallite secondary', 'multi functional', 'difficult characterize catalytic system', 'site reducing', 'result selective', 'catalytic deposition', 'large number', 'ranging rational', 'currently funded', 'catalytic metal', 'reaction used', 'tank reactor', 'cell bimetallic', 'metal site', 'higher output', 'evaluated traditional', 'several industrial', 'formation separate metallic particle metal doe occur thus', 'process applied', 'either simultaneous', 'characterize catalytic', 'bimetallic catalyst', 'impregnation metal', 'selective hydrogenation', 'composition ag', 'st ambrose', 'reactor project', 'perhaps importantly', 'chemical higher', 'reactor six', 'salt addition', 'pt pd', 'catalyst surface', 'electrocatalysts pem', 'either catalytic', 'epoxidation olefin', 'pd evaluated', 'traditional catalytic', 'plug flow', 'opportunity changing', 'selective epoxidation', 'heterogeneous catalysis', 'molecule glycerol', 'electroless deposition', 'project currently', 'selected reaction', 'bimetallic particle', 'contiguous proximity', 'isolated crystallite', 'cu pd', 'hydrogenation multi', 'fuel cell', 'laboratory us', 'ed result', 'catalyst composition', 'conducted either', 'either changing', 'deposited metal', 'engineering centerroom', 'ha activated', 'particle metal', 'catalyst using', 'oxidation biomass', 'introducing bifunctionality active surface placing different catalytic metal contiguous proximity bimetallic catalyst synthesis often carried either simultaneous co impregnation metal salt onto catalyst support successive step metal salt addition either preparative method', 'tested electrocatalysts', 'simultaneous co', 'transformation hydrocarbon', 'catalyst design', 'applied wide', 'selective transformation', 'salt metal', 'ranging rational catalyst design synthesis characterization evaluation current design synthesis novel bimetallic catalyst selective transformation hydrocarbon higher value chemical higher output pem fuel cell bimetallic catalyst afford great opportunity changing performance', 'preparative method', 'doe', 'surface placing', 'ensure formation', 'single pas', 'olefin reaction', 'formation isolated', 'pem fuel', 'site ha', 'correlate catalyst', 'reaction conducted', 'pre existing', 'range metal', 'onto pre', 'whereby controlled', 'even difficult', 'synthesis often', 'performance bimetallic', 'solution onto', 'flow reactor', 'ed result selective deposition secondary metal onto metallic surface formation isolated crystallite secondary metal catalyst support perhaps importantly', 'ag pt', 'different catalytic', 'metal salt', 'prepared large', 'sc', 'virtually impossible', 'composition laboratory', 'particle rather', 'deposition supported', 'active surface', 'may either', 'ed industrially relevant process applied wide range metal prepared large number bimetallic catalyst using electroless deposition supported carbon', 'metal metal', 'pt rh tested electrocatalysts pem fuel cell', 'using electroless', 'selective oxidation', 'permit selected', 'depending nature activated metal site reducing agent principle', 'carried either', 'surface ensemble', 'metal support', 'site permit', 'metal onto', 'property catalytic', 'centerroom main', 'reaction pathway', 'silica supported', 'pt rh', 'focus heterogeneous', 'stirred tank', 'whereby controlled chemical reaction used deposit metal salt onto catalytic metal site ha activated reducing agent process may either catalytic deposition metal salt metal solution onto pre existing metal metal support autocatalytic deposition metal salt metal onto reduced', 'deposition ed', 'higher value', 'ensemble catalytic', 'even difficult correlate catalyst performance bimetallic catalyst composition laboratory us electroless deposition ed', 'metallic particle', 'bifunctionality active', 'placing different', 'controlled chemical', 'wide range', 'modifying electronic property catalytic surface site', 'selective hydrogenation multi functional olefin reaction conducted either automated', 'metal doe', 'onto reduced', 'addition either', 'catalyst performance', 'selective deposition', 'deposited metal metal', 'occur thus', 'existing metal', 'catalyst selective', 'two high', 'characterization evaluation', 'rational catalyst', 'current design', 'depending nature', 'industrial company', 'support successive', 'step metal', 'proximity bimetallic', 'several industrial company', 'either automated', 'group focus', 'either preparative', 'catalytic surface', 'activated metal', 'introducing bifunctionality', 'difficult correlate', 'activated reducing', 'nature activated', 'formation separate', 'autocatalytic deposition', 'co impregnation', 'supported carbon', 'functional olefin', 'reducing agent', 'synthesis novel', 'group focus heterogeneous catalysis', 'deposit metal', 'biomass molecule', 'formation bimetallic', 'deposition metal', 'great opportunity', 'main streetcolumbia', 'modifying electronic', 'catalyst synthesis', 'often carried', 'surface formation', 'impossible ensure', 'support perhaps', 'funded nsf', 'chemical reaction', 'changing performance', 'changing catalyst', 'pt co'}"
114,"Morehouse, Jeff ","{'dr morehouse student investigated broad range thermodynamic heat engine application', 'range thermodynamic', 'heat engine', 'system ground', 'power system', 'morehouse ha', 'associated solar', 'student investigated', 'long associated', 'solar energy', 'dr morehouse', 'energy system', 'hvac control', 'conventional hvac', 'engine application', 'pump phase', 'space based', 'system application', 'storage system', 'phase change', 'humid climate', 'control project', 'ranging space based fuel cell power system ground coupled heat pump phase change storage system dr morehouse ha long associated solar energy system design analysis currently involved conventional hvac control project evaporative system application humid climate', 'thermodynamic heat', 'coupled heat', 'involved conventional', 'ground coupled', 'project evaporative', 'currently involved', 'system design', 'ha long', 'investigated broad', 'analysis currently', 'evaporative system', 'morehouse student', 'based fuel', 'ranging space', 'heat pump', 'broad range', 'system dr', 'fuel cell', 'design analysis', 'application humid', 'cell power', 'change storage'}"
115,"Moss, Melissa Ann","{'sc moss focus involvement protein aggregation alzheimer disease one hallmark alzheimer disease senile plaque accumulate brain associated neuronal loss cerebrovasculature may perpetuate stoke plaque composed primarily amyloid protein aggregate fibril deposit yield plaque consequently', 'moss focus', 'atomic force microscopy furthermore', 'characterize inhibitor', 'biophysical technique', 'dynamic light', 'technique including', 'amyloid protein', 'focus involvement', 'disease one', 'nf kb', 'change ab', 'effective therapeutic', 'fluorescence spectroscopy', 'cellular effect', 'correlating change', 'accumulate brain', 'deposit yield', 'yield plaque', 'including nf', 'plaque consequently', 'focus understand', 'alzheimer disease', 'seek determine various aggregation product affect neuronal vascular cell particular', 'utilize myriad', 'associated neuronal', 'primarily amyloid', 'design effective', 'seek determine', 'various aggregation', 'agent alzheimer', 'stoke plaque', 'therapeutic agent', 'loss cerebrovasculature', 'interested ab stimulation neuronal apoptosis endothelial inflammatory response', 'plaque accumulate', 'aggregate fibril', 'cell particular', 'main streetroom', 'neuronal loss', 'aggregation product', 'may perpetuate', 'atomic force', 'product affect', 'protein aggregation', 'one therapeutic', 'electron microscopy', 'kb activation', 'effort design', 'sc moss', 'inflammatory response', 'involvement protein', 'cerebrovasculature may', 'disease therapy', 'disease senile', 'attenuate aggregation', 'hallmark alzheimer', 'myriad biophysical', 'protein aggregate', 'assist effort', 'force microscopy', 'aggregation alzheimer', 'aggregation ha', 'stimulation neuronal', 'including nf kb activation correlating change ab aggregation cellular effect assist effort design effective therapeutic agent alzheimer disease therapy', 'ab aggregation', 'neuronal apoptosis', 'ab stimulation', 'senile plaque', 'including chromatography', 'inhibition aggregation ha emerged one therapeutic approach alzheimer disease focus understand aggregation process identify characterize inhibitor attenuate aggregation utilize myriad biophysical technique including chromatography', 'inhibition aggregation', 'determine various', 'interested ab', 'aggregation cellular', 'disease focus', 'static dynamic', 'dot blotting', 'aggregation utilize', 'apoptosis endothelial', 'western blotting', 'light scattering', 'inhibitor attenuate', 'plaque composed', 'neuronal vascular', 'ha emerged', 'vascular cell', 'therapeutic approach', 'static dynamic light scattering', 'emerged one', 'process identify', 'microscopy furthermore', 'effect assist', 'endothelial inflammatory', 'understand aggregation', 'composed primarily', 'brain associated', 'aggregation process', 'perpetuate stoke', 'approach alzheimer', 'affect neuronal', 'identify characterize', 'one hallmark', 'activation correlating', 'fibril deposit'}"
116,"Mullen, Robert L","{'tr pm', 'sc tr', 'main st', 'st columbia', 'room main', 'room main st columbia', 'sc tr pm pm', 'pm pm'}"
117,"Mustain, William E","{'electrocatalysis', 'synthesis', 'battery', 'electrochemical engineering'}"
118,"Nelakuditi, Srihari","{'computer networking', 'mobile computing', 'wireless networking'}"
119,"Nezhad, Cyrus Riahi","{'combination fluid', 'air conditioning', 'drop electro', 'separation science', 'analysis application', 'riahi nezhad broad area specialization based innovative combination fluid mechanic', 'hydraulic fluid mechanic utilizing experimental numerical analysis application flow breached levee levee closure', 'flow breached', 'catalyst oxidative', 'tannery waste', 'radioactive waste treatment', 'packed tower', 'optimal gas', 'tannery waste water treatment', 'breached levee', 'high liquid flow packed tower optimal gas liquid phase interaction', 'synthesis characterization', 'characterization mesoporous', 'oxidative destruction', 'flow packed', 'waste water', 'synthesis characterization mesoporous heterogeneous catalyst oxidative destruction volatile organic compound application automotive exhaust emission control', 'riahi nezhad', 'destruction volatile', 'biofuel production', 'phase interaction', 'tower optimal', 'using water', 'driven air', 'hydraulic fluid', 'gas shift', 'based innovative', 'heterogeneous catalysis', 'innovative combination', 'catalysis separation', 'experimental numerical', 'application flow', 'fluid mechanic', 'engine driven', 'electric field', 'mechanic utilizing', 'liquid flow', 'production using', 'gedac heating', 'field including', 'water gas', 'heating cooling', 'main street', 'liquid phase', 'application automotive', 'nezhad broad', 'utilizing experimental', 'coalescence application', 'gas engine', 'radioactive waste', 'including electro', 'emission control', 'sc', 'street room', 'volatile organic', 'application nano', 'organic compound', 'gas liquid', 'broad area', 'application nano catalyst hydrogen production using water gas shift reaction', 'compound application', 'heterogeneous catalysis separation enhanced electric field including electro mixing', 'catalyst hydrogen', 'hydrogen production', 'shift reaction', 'enhanced electric', 'high liquid', 'numerical analysis', 'electro coalescence', 'drop electro coalescence application biofuel production', 'automotive exhaust', 'levee closure', 'heterogeneous catalyst', 'water treatment', 'separation enhanced', 'gas engine driven air conditioning gedac heating cooling', 'conditioning gedac', 'nano catalyst', 'levee levee', 'main street room', 'area specialization', 'specialization based', 'exhaust emission', 'waste treatment', 'mesoporous heterogeneous', 'application biofuel', 'electro mixing'}"
120,"O'Kane, Jason",{'robotics'}
121,"O'Reilly, James","{'james reilly', 'various undergraduate', 'reilly teach', 'undergraduate course', 'james reilly teach various undergraduate course', 'teach various'}"
122,"Ortiz-Hernandez, Ivelisse","{'hernandez background', 'involves development', 'development characterization', 'puerto rico', 'catalytic material', 'reaction condition', 'study chemical', 'also interested', 'involves study', 'teaching developing', 'ph', 'ch', 'energy system', 'analytical instrumentation', 'environmental alternate', 'reaction experience', 'application environmental', 'characterization new', 'instrumentation technique', 'characterization material', 'engineering chemical', 'heterogeneous catalytic', 'background involves', 'new catalytic', 'area chemical', 'alternate energy', 'involves teaching', 'catalytic system', 'condition involves', 'developing new', 'system also', 'material study', 'ortiz hernandez background involves study heterogeneous catalytic system reaction condition involves development characterization new catalytic material application environmental alternate energy system also interested use analytical instrumentation technique characterization material study chemical reaction experience involves teaching developing new curriculum area chemical engineering chemical technology', 'system reaction', 'interested use', 'use analytical', 'chemical engineering', 'ortiz hernandez', 'material application', 'chemical technology', 'technique characterization', 'new curriculum', 'curriculum area', 'study heterogeneous', 'chemical reaction', 'experience involves'}"
123,"Pain, Christopher C.","{'amcg specialises', 'engineering biomedical', 'including multi', 'description differential', 'engineering fluid', 'adaptive multi', 'modelling group', 'multiphase flow', 'including parallel solution technique', 'using adjoint', 'authored journal', 'seismic inversion', 'book chapter', 'phd student', 'london winning', 'also head', 'numerical method', 'student completed', 'author general', 'dr pain professor department earth science engineering imperial college london icl', 'technique earth', 'parallel computational', 'impact cratering wa honored imperial college london winning excellence award', 'science group', 'method ha', 'dr pain', 'coupled fluid solid modelling discrete element method', 'purpose parallel', 'ocean modelling', 'linear equation', 'inversion transient', 'academic general', 'coupled fluid', 'icl comprises', 'recurrent feed', 'computation modelling', 'anisotropic electrical', 'including multiphase', 'impact cratering', 'coastal flow', 'resolution linear', 'professor department', 'inverse modelling', 'uk also', 'cratering wa', 'inversion inversion', 'modelling technique', 'engineering biomedical science group ha core numerical method ocean', 'electrical inversion', 'honored imperial', 'council grant', 'dynamic including', 'feature inverse', 'engineering fluid including multiphase flow', 'non linear dynamic', 'specialises development', 'oceanography geophysical', 'feed forward', 'fluid including', 'adjoint method', 'atmosphere climate', 'parallel solution', 'general computational', 'oceanography geophysical fluid dynamic', 'atmosphere climate system', 'inversion method', 'leading modelling', 'modelling feature', 'largest grouping', 'imaging', 'mesh adaptive', 'patent', 'optimisation', 'group amcg', 'ha authored', 'key proposal', 'core numerical', 'code fluidity', 'geometry original', 'department earth', 'wa honored', 'largest grouping icl comprises active scientist amcg specialises development application innovative world leading modelling technique earth', 'turbulence modelling', 'seismic inversion inversion transient coastal flow using adjoint method ha authored journal publication', 'recognition world', 'included anisotropic', 'graduated phd', 'flow using', 'winning excellence', 'discretization technique', 'science engineering', 'fluid solid', 'recurrent feed forward neural network', 'pain academic', 'college london', 'neutral particle radiation transport', 'priori error', 'application innovative', 'head applied', 'world leading', 'earth science', 'particle radiation', 'forward neural', 'numerical shape description differential geometry original author general purpose parallel computational fluid dynamic code fluidity foundation majority activity key proposal', 'majority activity', 'mesh adaptive multi phase ocean modelling feature inverse modelling ha included anisotropic electrical inversion', 'uk also head applied computation modelling group amcg', 'ha included', 'recognition world leading dr pain academic general computational fluid dynamic including multi phase flow', 'london icl', 'neural network', 'original author', 'numerical', 'excellence award', 'geophysical fluid', 'computational fluid', 'transient coastal', 'ha core', 'fluidity foundation', 'applied computation', 'discrete element', 'solution technique', 'resolution linear non linear equation', 'priori error measure mesh adaptivity', 'innovative world', 'journal publication', 'pain professor', 'leading dr', 'non linear', 'modelling ha', 'climate system', 'modelling discrete', 'group ha', 'engineering imperial', 'numerical shape', 'grouping icl', 'development application', 'graduated phd student completed industry council grant', 'including parallel', 'error measure', 'radiation transport', 'linear dynamic', 'foundation majority', 'activity key', 'neutral particle', 'dynamic code', 'biomedical science', 'phase ocean', 'fluid dynamic', 'element method', 'shape description', 'mesh adaptivity', 'method ocean', 'completed industry', 'comprises active', 'industry council', 'measure mesh', 'solid modelling', 'linear non', 'phase flow', 'nuclear safety', 'multi phase', 'general purpose', 'differential geometry', 'scientist amcg', 'imperial college', 'active scientist'}"
124,"Patel, Chandrashekhar","{'patel molecular', 'school medicine bldg room garner ferry road columbia', 'road columbia', 'muscle cell', 'ferry road', 'regulation vascular', 'molecular regulation', 'endothelial smooth', 'medicine bldg', 'sc patel molecular regulation vascular endothelial smooth muscle cell', 'room garner', 'garner ferry', 'school medicine', 'bldg room', 'smooth muscle', 'vascular endothelial', 'sc patel'}"
125,"Paul, Titan C.","{'transfer problem', 'management microelectronics', 'transfer moisture', 'numerical method', 'mass transfer', 'method conjugate', 'thermal management microelectronics', 'heat transfer', 'heat transfer phase change', 'storage liquid', 'building environment', 'moisture migration', 'problem building', 'energy storage', 'solar technology', 'phase change', 'conjugate heat', 'liquid solar', 'transfer phase', 'heat transfer moisture migration problem building environment', 'dr paul', 'includes energy', 'migration problem', 'paul includes', 'numerical method conjugate heat mass transfer problem', 'thermal management', 'heat mass', 'dr paul includes energy storage liquid solar technology'}"
126,"Peters, Wally ","{'complex system', 'study design', 'dr peter', 'dr peter complex system study design', 'peter complex', 'system study'}"
127,"Plante, Portia","{'various undergraduate', 'portia plante', 'plante teach', 'portia plante teach various undergraduate course', 'undergraduate course', 'teach various'}"
128,"Popov, Branko N.","{'popovpopov readership', 'macedonia', 'skopje', 'engineering centerroom', 'engineering centerroom main streetcolumbia', 'croatia', 'illinois', 'sc dr', 'main streetcolumbia', 'kiril metodij', 'readership worldwideph', 'zagreb', 'centerroom main', 'dr popovpopov', 'sc dr popovpopov readership worldwideph'}"
129,"Potts, Jay","{'lineage pathway', 'septum accomplished', 'process known', 'medicine bldg', 'majority involve', 'known atrioventricular', 'sc prevalence congenital cardiac malformation place extreme sociological personal burden myriad congenital cardiac defect majority involve region known atrioventricular canal av av canal responsible production av valve membranous portion interventricular septum accomplished process known epithelial mesenchymal cell transformation understanding early heart particular av canal formed critical building foundation future therapeutic measure norris', 'sc prevalence', 'rl periostin promotes fibroblastic lineage pathway atrioventricular valve progenitor cell dev dyn', 'damon', 'particular av', 'prevalence congenital', 'mm', 'sociological personal', 'av canal', 'atrioventricular valve', 'place extreme', 'involve region', 'measure norris', 'ra', 'progenitor cell', 'cell transformation', 'road columbia', 'mesenchymal cell', 'mj', 'rr', 'accomplished process', 'building foundation', 'interventricular septum', 'critical building', 'pathway atrioventricular', 'room garner', 'promotes fibroblastic', 'therapeutic measure', 'markwald', 'ferry road', 'goodwin', 'periostin promotes', 'hoffman', 'epithelial mesenchymal', 'understanding early', 'canal formed', 'burden myriad', 'dev dyn', 'brook', 'valve progenitor', 'jd', 'school medicine', 'membranous portion', 'junor', 'av valve', 'fibroblastic lineage', 'portion interventricular', 'personal burden', 'school medicine bldg room garner ferry road columbia', 'cardiac defect', 'malformation place', 'formed critical', 'transformation understanding', 'congenital cardiac', 'future therapeutic', 'garner ferry', 'hart', 'canal responsible', 'heart particular', 'cardiac malformation', 'cell dev', 'rl periostin', 'myriad congenital', 'foundation future', 'yost', 'early heart', 'region known', 'atrioventricular canal', 'av av', 'tan', 'responsible production', 'extreme sociological', 'defect majority', 'potts', 'canal av', 'valve membranous', 'bldg room', 'known epithelial', 'production av'}"
130,"Qian, Yu","{'asce rail transportation committee', 'mainly focusing', 'railroad infrastructure', 'high speed rail', 'simulation currently', 'asce rail', 'transit track', 'discrete element simulation currently serving committee member three trb committee', 'track structure', 'focusing heavy', 'committee member', 'trb committee', 'pavement', 'arema committee', 'mainly focusing heavy haul transit track structure', 'two arema committee', 'rail transportation', 'two arema', 'discrete element', 'element simulation', 'ha working', 'geotechnics railroad', 'dr yu qian ha working transportation geotechnics railroad infrastructure related', 'transportation geotechnics', 'member three', 'working transportation', 'qian ha', 'dr yu', 'heavy haul', 'infrastructure related', 'geosynthetics', 'transportation committee', 'serving committee', 'speed rail', 'yu qian', 'haul transit', 'high speed', 'three trb', 'currently serving'}"
131,"Ranson, Bill ","{'ranson scale', 'mathematical modeling mechanical system measurement system life prediction application technology learning system', 'technology learning', 'dr ranson', 'system measurement', 'application technology', 'learning system', 'mechanical system', 'modeling mechanical', 'mathematical modeling', 'life prediction', 'scale invariant', 'measurement system', 'system life', 'computer vision', 'application measurement', 'vision application', 'dr ranson scale invariant computer vision application measurement mechanical system', 'prediction application', 'invariant computer', 'measurement mechanical'}"
132,"Regalbuto, John R.","{'engineering centerroom', 'engineering centerroom main streetcolumbia', 'main streetcolumbia', 'sc', 'centerroom main', 'notre dame'}"
133,"Regan, Elizabeth A.","{'connecticutdr elizabeth', 'two year', 'founding member', 'information organization', 'coordinating council', 'medical school', 'technology also', 'suite', 'health prior', 'technology associate', 'connecticutdr elizabeth regan chair department integrated information technology associate professor health information technology also adjunct professor arnold school public health prior joining usc july', 'kentucky medical', 'national himss', 'joining usc', 'information system', 'public health', 'elmer donna', 'also adjunct', 'program wa', 'recently appointed', 'physician leadership', 'kentucky regional', 'kentucky', 'year', 'innovation committee', 'rural physician', 'served chair department information system', 'eastern kentucky', 'faculty kentucky', 'elmer donna smith endowed chair health system management two year serf board director northeast kentucky regional health information organization neky rhio', 'dr regan', 'served chair', 'prior joining', 'innovation assembly', 'extension center', 'professor arnold', 'rhio also', 'assembly street', 'arnold school', 'regan served', 'serf regional', 'leadership program', 'morehead state', 'department integrated', 'chair health', 'also serf', 'center eastern', 'school public', 'board director', 'smith endowed', 'connecticutm', 'management two', 'year coordinating', 'regional health', 'innovation assembly street', 'integrated information', 'director northeast', 'chair rhio', 'organization neky', 'regan chair', 'information exchange', 'kentucky dr', 'year serf', 'sc', 'associate professor', 'wa recently', 'himss innovation', 'system management', 'neky rhio', 'northeast kentucky', 'chair department', 'elizabeth regan', 'member first', 'kentucky state', 'adjunct professor', 'appointed national', 'donna smith', 'health information', 'information technology', 'department information', 'founding member first board chair rhio also serf regional extension center eastern kentucky dr regan served five year coordinating council kentucky state health information exchange faculty kentucky medical school rural physician leadership program wa recently appointed national himss innovation committee', 'college business', 'health system', 'five year', 'served five', 'school rural', 'exchange faculty', 'endowed chair', 'board chair', 'usc july', 'professor health', 'regional extension', 'first board', 'council kentucky', 'state health', 'serf board'}"
