,all_skills
2735,undergo structural
2736,catalyst increase
2737,reaction mechanism
2738,model catalyst
2739,spectroscopy sims
2740,interaction catalyst reactant interaction lead new intermediate lower activation energy end
2741,group use
2742,ultra high
2743,catalytic treatment
2744,rate reaction
2745,tprs
2746,secondary ion mass spectroscopy sims situ catalytic treatment
2747,spectroscopy xps
2748,lead new
2749,process fundamental
2750,structural electronic
2751,catalytic process
2752,conclusion important
2753,group main
2754,secondary ion
2755,model system
2756,energetic pathway
2757,creating new
2758,temperature programmed
2759,importance group
2760,draw safe
2761,high vacuum
2762,surface undergo
2763,main goal
2764,ray induced
2765,heterogeneous catalytic
2766,property outermost
2767,catalyst reactant
2768,ion mass
2769,mass spectroscopy
2770,derived study
2771,outermost atomic
2772,fundamental importance
2773,sims situ
2774,ray induced auger electron spectroscopy xaes
2775,change reaction
2776,specialpurpose processor
2777,data analytics
2778,fpga overlay
2779,modeling manufacturing
2780,computational experimental
2781,dr khan
2782,analysis ic
2783,combustion process
2784,welding
2785,change solidification
2786,solidification melting
2787,transfer porous
2788,dynamic related
2789,experimental fluid
2790,porous medium
2791,channel heat
2792,ic engine
2793,fluid flow
2794,contaminant transport
2795,temperature distribution
2796,cfd analysis combustion process etc
2797,khan modeling
2798,phase change
2799,micro channel heat transfer
2800,micro channel
2801,temperature distribution machining
2802,distribution machining
2803,transport room
2804,analysis combustion
2805,melting casting
2806,process etc
2807,cfd analysis
2808,flow phase
2809,dr khan modeling manufacturing process
2810,heat transfer fluid flow phase change solidification melting casting
2811,thermodynamic analysis ic engine
2812,heat transfer porous medium
2813,thermodynamic analysis
2814,related contaminant
2815,computational experimental fluid dynamic related contaminant transport room
2816,digital image correlation
2817,multifunctional material
2818,dynamic behavior material
2819,image correlation
2820,digital image
2821,dynamic behavior
2822,knight area
2823,power including
2824,fuel cycle
2825,nuclear fuel cycle
2826,nuclear safeguard
2827,including hydrogen
2828,space nuclear power propulsion
2829,alternative us
2830,advanced nuclear
2831,dr knight area advanced nuclear fuel material
2832,power propulsion
2833,space nuclear
2834,alternative us nuclear power including hydrogen
2835,dr knight
2836,nuclear power
2837,area advanced
2838,fuel material
2839,us nuclear
2840,risk management
2841,assistant chatbots
2842,industry
2843,tarmo koppel
2844,health safety
2845,safety monitoring
2846,ai application
2847,productivity enhancement
2848,application business
2849,topic ai
2850,business virtual
2851,remote sensing
2852,health safety monitoring
2853,smart manufacturing
2854,sensor network
2855,koppel topic
2856,internet thing
2857,thing iot
2858,virtual assistant
2859,smart workplace
2860,threat assessment risk management
2861,threat assessment
2862,internet thing iot
2863,tarmo koppel topic ai application business virtual assistant chatbots
2864,assessment risk
2865,heterogeneous catalysis
2866,ammonia decomposition synthesis
2867,highthroughput screening
2868,ammonia decomposition
2869,decomposition synthesis
2870,conversion
2871,nanostructured oxide
2872,oxide electrocatalysis
2873,collaborate faculty
2874,elevated risk
2875,musc
2876,surgeon greenville
2877,aim develop
2878,rupture leading
2879,aim develop method identify patient elevated risk acute cardiovascular syndrome material failure play major role use experimental computational approach understand artery wall failure mechanism collaborate faculty mechanical engineering uofsc
2880,use transgenic
2881,role use
2882,failure mechanism
2883,evidence suggests
2884,arterial tissue
2885,together vascular
2886,approach understand
2887,emphasis mechanical failure plaque rupture intraplaque angiogenesis atherosclerotic plaque rupture leading cause acute cardiovascular event heart attack stroke evidence suggests plaque rupture result adverse interaction biomechanical biological factor focus understanding interplay type factor
2888,biomechanics atherosclerosis
2889,new blood
2890,plaque rupture
2891,expression biomechanics
2892,suggests plaque
2893,mechano sensitive
2894,study micromechanics arterial tissue failure plaque rupture arterial dissection
2895,focus vascular
2896,sensitive gene
2897,mechanical failure
2898,new blood vessel growth
2899,vessel growth
2900,method identify
2901,syndrome material
2902,destabilizing factor plaque progression use transgenic mouse model human endarterectomy specimen examine relationship mechanical loading environment
2903,plaque progression
2904,sc lessner
2905,mechano sensitive gene expression biomechanics front
2906,rupture arterial
2907,experimental computational
2908,wall failure
2909,use experimental
2910,interested intraplaque
2911,specimen examine
2912,play major
2913,develop method
2914,faculty mechanical
2915,rupture intraplaque
2916,human endarterectomy
2917,incidence plaque
2918,factor plaque
2919,micromechanics arterial
2920,biology biomechanics
2921,examine relationship
2922,mechanism collaborate
2923,study micromechanics
2924,rupture biological
2925,arterial dissection
2926,endarterectomy specimen
2927,angiogenesis atherosclerotic
2928,progression use
2929,cause acute
2930,order develop method reduce incidence plaque rupture biological side
2931,reduce incidence
2932,mouse model
2933,understand artery
2934,risk acute
2935,matrix organization
2936,understanding interplay
2937,cardiovascular event
2938,particularly interested intraplaque angiogenesis
2939,blood vessel
2940,biological factor
2941,order develop
2942,major role
2943,biomechanical biological
2944,event heart
2945,adverse interaction
2946,mechanical loading
2947,identify patient
2948,patient elevated
2949,together vascular surgeon greenville hospital
2950,interaction biomechanical
2951,focus understanding
2952,cardiovascular syndrome
2953,leading cause
2954,failure plaque
2955,method reduce
2956,palmetto health
2957,intraplaque angiogenesis
2958,stroke evidence
2959,sc lessner work focus vascular biology biomechanics atherosclerosis
2960,transgenic mouse
2961,computational approach
2962,artery wall
2963,material failure
2964,greenville hospital
2965,biomechanics front
2966,type factor
2967,model human
2968,vascular surgeon
2969,work focus
2970,failure play
2971,emphasis mechanical
2972,relationship mechanical
2973,destabilizing factor
2974,factor focus
2975,result adverse
2976,loading environment
2977,biological side
2978,tissue failure
2979,acute cardiovascular
2980,vascular biology
2981,interplay type
2982,rupture result
2983,lessner work
2984,lewis teach
2985,jeremy lewis
2986,jeremy lewis teach various undergraduate course
2987,towards controlling
2988,controlling two
2989,theory towards
2990,phase heat
2991,transport behavior
2992,aim basic
2993,phase transport
2994,prediction
2995,li micro
2996,control modeling
2997,verifying theory
2998,modeling aim
2999,developing verifying
3000,theory two
3001,control modeling aim basic developing verifying theory two phase transport behavior application theory towards controlling two phase heat flow micro nano scale
3002,heat flow
3003,flow micro
3004,dr li
3005,basic developing
3006,two phase
3007,behavior application
3008,application theory
3009,dr li micro nano scale two phase heat flow physic
3010,scale two
3011,flow physic
3012,limited high
3013,focused isolation
3014,future clinical
3015,high burden
3016,study inform
3017,single protein
3018,diagnosis treatment
3019,biomolecules lipid
3020,potential application
3021,nanopores capable
3022,biomolecule interaction
3023,abundance circulating
3024,based localized
3025,protein peptide
3026,ev using
3027,similar two
3028,biosensors enable
3029,diagnostic prognostic
3030,thus permit monitoring low abundance circulating biomarkers goal project develop portable vitro diagnostics assay using nanopore technology rapid diagnosis treatment monitoring infectious disease g tuberculosis
3031,infectious disease
3032,portable vitro
3033,two dimensional
3034,bilayer contain
3035,project translational
3036,candidate diagnostic
3037,pharmaceutical developing
3038,assay using
3039,signal nanostructures
3040,binding kinetics
3041,nanostructure based
3042,contain molecular
3043,biomarkers goal
3044,hiv maternal
3045,proteomics genomics
3046,biomarkers work
3047,capable ultrasensitive
3048,project nanostructure
3049,inform medical
3050,tuberculosis risk
3051,diagnostics resource
3052,including tumor
3053,rna dna fragment reflect phenotypic state cell origin biomolecules excellent candidate diagnostic prognostic biomarkers work ha focused isolation circulating ev using nanomaterials microfluidics based technology
3054,detection active
3055,identification novel
3056,detection personalized
3057,project point care diagnostics resource limited setting nanopores capable ultrasensitive quantitation single protein peptide
3058,origin biomolecules
3059,excellent candidate
3060,tumor cell
3061,phenotypic state
3062,protein
3063,ev secretion
3064,lipid bilayer
3065,dimensional fluidity
3066,early detection
3067,fragment reflect
3068,based technology
3069,enable early
3070,quantitation single
3071,setting nanopores
3072,based tool
3073,cell usually
3074,active tuberculosis
3075,goal project
3076,biomolecules excellent
3077,bacteria cell
3078,lspr biosensors
3079,working clinician validate assay performance detection active tuberculosis risk assessment hiv maternal fetal transmission project translational biomarkers biosensors enable personalized medicine cell type abundantly secrete extracellular vesicle ev
3080,diagnostics assay
3081,biomarkers inside
3082,point care
3083,genomics biomarkers
3084,thus permit
3085,dna fragment
3086,usually show
3087,validate assay
3088,nanostructures indicate
3089,application drug
3090,drug development
3091,novel proteomics
3092,microfluidics based
3093,ultrasensitive quantitation
3094,clinician validate
3095,developing nanostructure
3096,protein lspr
3097,possess similar two dimensional fluidity
3098,type abundantly
3099,show increased
3100,resource limited
3101,covered lipid
3102,biosensing platform
3103,platform fundamental
3104,ev composed lipid bilayer contain molecular component cell
3105,hiv resource
3106,localized surface
3107,treatment monitoring
3108,biomarkers biosensors
3109,enable personalized
3110,transmission project
3111,isolation circulating
3112,personalized treatment
3113,cancer patient
3114,technology rapid
3115,care diagnostics
3116,vitro diagnostics
3117,using nanopore
3118,ha focused
3119,performance detection
3120,contain specific
3121,limited setting
3122,assay performance
3123,resonance lspr
3124,composed lipid
3125,surface plasmon
3126,generic biosensing
3127,inside enable
3128,tool fundamental
3129,mimic bacteria
3130,area future
3131,extracellular vesicle
3132,bilayers mimic
3133,secretion level
3134,reflect phenotypic
3135,clinical translation
3136,abundantly secrete
3137,specific lipid
3138,readily engineered contain specific lipid protein lspr signal nanostructures indicate binding kinetics biomolecules lipid bilayers
3139,similar cell
3140,level similar
3141,permit monitoring
3142,potential application drug development drug resistance study
3143,g tuberculosis
3144,secrete extracellular
3145,medical pharmaceutical
3146,project point
3147,readily engineered
3148,biochemical study
3149,circulating biomarkers
3150,identification novel proteomics genomics biomarkers inside enable early detection personalized treatment regimen cancer patient project nanostructure based tool fundamental biochemical study generic biosensing platform fundamental biochemical study inform medical pharmaceutical developing nanostructure based localized surface plasmon resonance lspr biosensors study biomolecule interaction nanostructures covered lipid bilayers mimic bacteria cell membrane
3151,risk assessment
3152,treatment regimen
3153,develop portable
3154,ev composed
3155,personalized medicine
3156,possess similar
3157,nanostructures covered
3158,lipid
3159,nanopore technology
3160,interaction nanostructures
3161,project develop
3162,engineered contain
3163,development drug
3164,including tumor cell usually show increased ev secretion level similar cell
3165,burden area
3166,translational biomarkers
3167,cell origin
3168,indicate binding
3169,vesicle ev
3170,study generic
3171,plasmon resonance
3172,molecular component
3173,rna dna
3174,monitoring low
3175,study biomolecule
3176,fundamental biochemical
3177,kinetics biomolecules
3178,nanomaterials microfluidics
3179,using nanomaterials
3180,lipid bilayers
3181,component cell
3182,resistance study
3183,state cell
3184,regimen cancer
3185,hiv resource limited high burden area future clinical translation
3186,monitoring infectious
3187,low abundance
3188,maternal fetal
3189,medicine cell
3190,drug resistance
3191,increased ev
3192,cell membrane
3193,rapid diagnosis
3194,patient project
3195,biosensors study
3196,circulating ev
3197,disease g
3198,working clinician
3199,assessment hiv
3200,prognostic biomarkers
3201,lipid protein
3202,fetal transmission
3203,lspr signal
3204,professor loiselle
3205,loiselle nuclear
3206,epa pond
3207,pond closure
3208,closure metal
3209,recycle manufacturing
3210,management disposal
3211,waste management
3212,disposal epa
3213,nuclear engineering
3214,emphasis waste
3215,professor loiselle nuclear engineering
3216,environmental remediation
3217,emphasis waste management disposal epa pond closure metal recycle manufacturing
3218,metal recycle
3219,system security
3220,sofware system security
3221,mobile security
3222,sofware system
3223,programming language
3224,software engineering
3225,oversight academic
3226,manages academic
3227,founding member
3228,recognized georgia
3229,bedenbach distinguished service award
3230,dean academic
3231,lyon wa
3232,manages academic resource assessment service
3233,part college communication marketing team includes engineering education engineering material jed lyon received phd mechanical engineering georgia institute technology
3234,teaching excellence
3235,promoted senior
3236,first faculty
3237,dr lyon
3238,engineering undergraduate
3239,ha served
3240,lyon work
3241,distinguished professor
3242,professional engineer
3243,member engineering
3244,member division
3245,asee executive
3246,division lyon
3247,dean lyon
3248,team includes
3249,teacher researcher
3250,fellow teacher
3251,program chair
3252,provides college
3253,fellow american
3254,appointed associate
3255,secretary
3256,joined assistant
3257,registered professional
3258,fellow status
3259,also served
3260,graduation activity provides college oversight academic program level
3261,academic program
3262,teaching award
3263,joined assistant professor department mechanical engineering
3264,served mechanical
3265,academic resource
3266,undergraduate recruitment
3267,distinguished service
3268,award outstanding
3269,outstanding faculty
3270,service lyon
3271,award michael
3272,division chair
3273,served chair
3274,senior associate
3275,education includes
3276,advanced full
3277,director lyon
3278,uofsc award
3279,tech outstanding
3280,professor served
3281,division asee
3282,michael mungo
3283,affair college
3284,wa founding
3285,educational foundation award outstanding faculty service lyon registered professional engineer state
3286,teaching fellow
3287,includes funded
3288,funded implementation
3289,implementation project
3290,mentored assistant
3291,engineering material
3292,material jed
3293,educator ha
3294,professor award
3295,researcher addition
3296,alumnus award
3297,bedenbach distinguished
3298,full professor
3299,georgia tech
3300,directs outreach activity
3301,resource assessment
3302,computing promoted
3303,education engineering
3304,assessment service
3305,lyon received
3306,undergraduate director
3307,directs undergraduate
3308,communication marketing
3309,outreach activity
3310,division chair lyon scholarship area mechanical engineering engineering education includes funded implementation project ha mentored assistant
3311,senior associate dean academic affair
3312,scholarship area
3313,served first faculty director lyon wa appointed associate dean academic affair college engineering computing promoted senior associate dean lyon wa elected fellow american society engineering education asee wa founding member engineering division asee
3314,lyon ha
3315,graduation activity
3316,project ha
3317,academic affair
3318,retention
3319,work engineering
3320,lyon work engineering educator ha recognized georgia tech outstanding young alumnus award uofsc award michael mungo undergraduate teaching award
3321,includes engineering
3322,faculty service
3323,wide center
3324,engineering division
3325,faculty director
3326,asee fellow
3327,wa appointed
3328,lyon scholarship
3329,mungo undergraduate
3330,wa elected
3331,area mechanical
3332,foundation award
3333,directs outreach
3334,center teaching
3335,young alumnus
3336,engineering georgia
3337,helped create
3338,chair lyon
3339,ha served chair executive committee member division lyon ha also served mechanical engineering division asee executive committee member
3340,program level
3341,jed lyon
3342,teaching fellow teacher researcher addition asee fellow status
3343,addition asee
3344,asee wa
3345,ha mentored
3346,create wide
3347,elected fellow
3348,lyon registered
3349,litman distinguished professor award
3350,educational foundation
3351,dr lyon directs undergraduate recruitment
3352,award uofsc
3353,chair executive
3354,helped create wide center teaching excellence
3355,education asee
3356,georgia institute
3357,served first
3358,lyon directs
3359,executive committee
3360,engineer state
3361,received phd
3362,activity provides
3363,phd mechanical
3364,part college
3365,college communication
3366,advanced full professor served mechanical engineering undergraduate director
3367,college oversight
3368,marketing team
3369,litman distinguished
3370,undergraduate teaching
3371,engineering engineering
3372,material structural
3373,emphasis extreme stressor area affordable high quality dwelling structure hazard mitigation strengthening repair civil structure multi scale multi functional reinforcement cement composite concrete load testing
3374,facility corrosion
3375,matta team
3376,composite concrete
3377,ranging affordable high quality earth masonry advanced cement polymer matrix composite
3378,emphasis extreme
3379,earth masonry
3380,load testing
3381,national institute
3382,standard technology
3383,conduct experimental
3384,area affordable
3385,concrete load
3386,dr matta team conduct experimental theoretical construction material structural performance
3387,concrete structure
3388,high quality
3389,constructed facility
3390,reinforcement cement
3391,team conduct
3392,steel concrete
3393,functional reinforcement
3394,corrosion steel
3395,construction material
3396,monitoring assessment
3397,polymer matrix
3398,strengthening repair
3399,advanced cement
3400,national institute standard technology
3401,hazard mitigation
3402,structure hazard
3403,dr matta
3404,theoretical construction
3405,structure sponsor
3406,stressor area
3407,masonry advanced
3408,repair civil
3409,quality dwelling
3410,scale multi
3411,assessment constructed
3412,cement polymer
3413,civil structure
3414,ranging affordable
3415,extreme stressor
3416,monitoring assessment constructed facility corrosion steel concrete structure sponsor national science foundation
3417,matrix composite
3418,institute standard
3419,dwelling structure
3420,sponsor national
3421,affordable high
3422,experimental theoretical
3423,mitigation strengthening
3424,structure multi
3425,quality earth
3426,structural performance
3427,cement composite
3428,multi functional
3429,instructor csce
3430,csce class
3431,instructor csce class
3432,natural language
3433,security
3434,natural language processing
3435,language processing
3436,graph theory
3437,decreasing total
3438,technology sterilization
3439,funding ha
3440,green chemistry ha raised funding ha published approximately journal paper ha served department chair
3441,division american
3442,chemistry ha
3443,biomedical imaging
3444,institute chemical
3445,reaction water
3446,synthetic natural
3447,grant niehs
3448,dioxide biomedical
3449,ac currently
3450,indoor allergenic
3451,improved understanding hydration state reaction product important decreasing total water utilization reaction
3452,texas joined
3453,protein respiratory
3454,chemical hydride
3455,american chemical
3456,currently serf
3457,deal application
3458,imaging bioengineering
3459,understanding role
3460,bioengineering ha
3461,professor mike
3462,two major
3463,three sbir
3464,engineering chemistry
3465,application supercritical
3466,funding nsf
3467,first deal
3468,environmental improvement
3469,chair industrial engineering chemistry division american chemical society ac currently serf committee environmental improvement ac fellow american chemical society american institute chemical engineer two major thrust underway group first deal application supercritical carbon dioxide biomedical application funding national institute biomedical imaging bioengineering ha focused development novel technology sterilization disinfection synthetic natural biomaterials funding national institute environmental health science aimed abatement indoor allergenic protein respiratory hazard dr matthew founded carbonix llc aid three sbir grant niehs second thrust utilization chemical hydride hydrogen storage medium
3470,project related
3471,broad field
3472,society ac
3473,industrial engineering
3474,thrust utilization
3475,aid three
3476,disinfection synthetic
3477,committee environmental
3478,improved understanding
3479,doe ha
3480,institute environmental
3481,utilization reaction
3482,professor mike matthew obtained ph texas joined teach conduct broad field thermodynamics
3483,funding national
3484,sterilization disinfection
3485,borohydride addition
3486,hazard dr
3487,teach conduct
3488,field thermodynamics
3489,engineer two
3490,society american
3491,natural biomaterials
3492,vapor sodium
3493,improvement ac
3494,focused development
3495,expanded understanding
3496,conduct broad
3497,founded carbonix
3498,water utilization
3499,major thrust
3500,ha led
3501,product important
3502,journal paper
3503,institute biomedical
3504,cell funding
3505,application pem
3506,underway group
3507,supercritical carbon
3508,ha raised
3509,development novel
3510,niehs second
3511,health science
3512,important decreasing
3513,carbon dioxide
3514,role deliquescence
3515,paper ha
3516,mike matthew
3517,hydration state
3518,chair industrial
3519,environmental health
3520,utilization chemical
3521,storage medium
3522,second thrust
3523,chemistry division
3524,abatement indoor
3525,biomedical application
3526,sodium borohydride
3527,respiratory hazard
3528,american institute
3529,application pem fuel cell funding nsf doe ha led expanded understanding role deliquescence reaction water vapor sodium borohydride addition
3530,group first
3531,hydride hydrogen
3532,biomaterials funding
3533,served department
3534,matthew founded
3535,matthew obtained
3536,project related hydrogen storage chemical hydride
3537,thrust underway
3538,carbonix llc
3539,ac fellow
3540,reaction product
3541,total water
3542,approximately journal
3543,serf committee
3544,chemical engineer
3545,green chemistry
3546,department chair
3547,dr matthew
3548,storage chemical
3549,deliquescence reaction
3550,nsf doe
3551,water vapor
3552,related hydrogen
3553,application funding
3554,joined teach
3555,understanding hydration
3556,published approximately
3557,llc aid
3558,state reaction
3559,science aimed
3560,raised funding
3561,sbir grant
3562,chemical society
3563,led expanded
3564,aimed abatement
3565,obtained ph
3566,wetland application
3567,potable water
3568,treatment education
3569,focus water
3570,study potable
3571,heavy metal
3572,education reform
3573,industrial municipal
3574,metal removal
3575,environmental engineering
3576,municipal wastewater
3577,wastewater treatment
3578,appropriate technology
3579,using low
3580,industrial waste minimization
3581,water production
3582,production using
3583,constructed wetland
3584,water wastewater
3585,technology application
3586,optimization study
3587,dr mcanally
3588,treatment unit
3589,project optimization
3590,mcanally focus
3591,application developing
3592,particularly appropriate technology application developing community recent project optimization study potable water production using low cost portable water treatment unit area water treatment heavy metal removal corrosion control
3593,developing community
3594,treatment heavy
3595,particularly appropriate
3596,corrosion control
3597,reform civil
3598,constructed wetland application industrial municipal wastewater treatment education reform civil environmental engineering
3599,community recent
3600,application industrial
3601,industrial waste
3602,water treatment
3603,unit area
3604,cost portable
3605,civil environmental
3606,waste minimization
3607,low cost
3608,area water
3609,dr mcanally focus water wastewater treatment
3610,removal corrosion
3611,recent project
3612,portable water
3613,computational fluid
3614,dynamic heat
3615,transfer mechanic
3616,experimental computational fluid dynamic heat transfer
3617,electronics thermal management
3618,dr mccants
3619,mccants nanofluids
3620,nanofluids heat
3621,electronics thermal
3622,dr mccants nanofluids heat transfer mechanic
3623,microprocessor
3624,reverse engineering
3625,dr mcneill
3626,experimental mechanic reverse engineering
3627,mcneill computer
3628,mechanic reverse
3629,dr mcneill computer vision
3630,solid state
3631,photoelectrochemistry
3632,solid state electrochemistry
3633,hydrogen generation
3634,state electrochemistry
3635,glow discharge
3636,new numerical
3637,numerical solution
3638,thermal analysis glow discharge show importance accurate temperature analysis glow discharge simulation
3639,discharge show
3640,importance accurate
3641,various cooling
3642,change micro
3643,cooling industry
3644,interested numerical
3645,discharge simulation
3646,numerical method
3647,problem involving
3648,method analyze
3649,transfer focused
3650,interested numerical solution problem involving reactive flow heat transfer focused developing new numerical method applying previously developed method analyze wide range fluid flow heat transfer application specially focused continuous method simulate phase change micro nano scale used various cooling industry
3651,method simulate
3652,solution problem
3653,flow heat
3654,range fluid
3655,accurate temperature
3656,specially focused
3657,transfer application
3658,method applying
3659,used various
3660,thermal analysis
3661,developing new
3662,show importance
3663,application specially
3664,analyze wide
3665,reactive flow
3666,previously developed
3667,simulate phase
3668,focused continuous
3669,analysis glow
3670,applying previously
3671,temperature analysis
3672,focused developing
3673,developed method
3674,scale used
3675,continuous method
3676,involving reactive
3677,process may
3678,relevant process
3679,selective oxidation biomass molecule glycerol
3680,reaction selective
3681,metal catalyst
3682,virtually impossible ensure formation bimetallic particle rather
3683,output pem
3684,hydrocarbon higher
3685,high pressure
3686,surface site
3687,successive step
3688,evaluation current
3689,deposition secondary
3690,pressure batch
3691,metal prepared
3692,silica supported composition ag pt
3693,metallic surface
3694,afford great
3695,number bimetallic
3696,cu pd evaluated traditional catalytic reaction selective epoxidation olefin
3697,us electroless
3698,either changing catalyst surface ensemble catalytic site permit selected reaction pathway
3699,catalyst afford
3700,difficult characterize
3701,onto catalytic
3702,design synthesis
3703,support autocatalytic
3704,supported composition
3705,doe occur
3706,catalyst support
3707,value chemical
3708,salt onto
3709,batch stirred
3710,industrially relevant
3711,novel bimetallic
3712,metal contiguous
3713,catalytic system
3714,agent principle
3715,onto metallic
3716,used deposit
3717,secondary metal
3718,single pas plug flow reactor six two high pressure batch stirred tank reactor project currently funded nsf
3719,agent process
3720,six two
3721,pas plug
3722,metal solution
3723,catalytic reaction
3724,rh tested
3725,wisconsin milwaukee
3726,separate metallic
3727,catalytic site
3728,ed industrially
3729,onto catalyst
3730,au pd
3731,crystallite secondary
3732,difficult characterize catalytic system
3733,site reducing
3734,result selective
3735,catalytic deposition
3736,large number
3737,ranging rational
3738,currently funded
3739,catalytic metal
3740,reaction used
3741,tank reactor
3742,cell bimetallic
3743,metal site
3744,higher output
3745,evaluated traditional
3746,several industrial
3747,formation separate metallic particle metal doe occur thus
3748,process applied
3749,either simultaneous
3750,characterize catalytic
3751,bimetallic catalyst
3752,impregnation metal
3753,selective hydrogenation
3754,composition ag
3755,st ambrose
3756,reactor project
3757,perhaps importantly
3758,chemical higher
3759,reactor six
3760,salt addition
3761,pt pd
3762,electrocatalysts pem
3763,either catalytic
3764,epoxidation olefin
3765,pd evaluated
3766,traditional catalytic
3767,plug flow
3768,opportunity changing
3769,selective epoxidation
3770,molecule glycerol
3771,electroless deposition
3772,project currently
3773,selected reaction
3774,bimetallic particle
3775,contiguous proximity
3776,isolated crystallite
3777,cu pd
3778,hydrogenation multi
3779,laboratory us
3780,ed result
3781,catalyst composition
3782,conducted either
3783,either changing
3784,deposited metal
3785,ha activated
3786,particle metal
3787,catalyst using
3788,oxidation biomass
3789,introducing bifunctionality active surface placing different catalytic metal contiguous proximity bimetallic catalyst synthesis often carried either simultaneous co impregnation metal salt onto catalyst support successive step metal salt addition either preparative method
3790,tested electrocatalysts
3791,simultaneous co
3792,transformation hydrocarbon
3793,catalyst design
3794,applied wide
3795,selective transformation
3796,salt metal
3797,ranging rational catalyst design synthesis characterization evaluation current design synthesis novel bimetallic catalyst selective transformation hydrocarbon higher value chemical higher output pem fuel cell bimetallic catalyst afford great opportunity changing performance
3798,preparative method
3799,doe
3800,surface placing
3801,ensure formation
3802,single pas
3803,olefin reaction
3804,formation isolated
3805,site ha
3806,correlate catalyst
3807,reaction conducted
3808,pre existing
3809,range metal
3810,onto pre
3811,whereby controlled
3812,even difficult
3813,synthesis often
3814,performance bimetallic
3815,solution onto
3816,flow reactor
3817,ed result selective deposition secondary metal onto metallic surface formation isolated crystallite secondary metal catalyst support perhaps importantly
3818,ag pt
3819,different catalytic
3820,metal salt
3821,prepared large
3822,virtually impossible
3823,composition laboratory
3824,particle rather
3825,deposition supported
3826,active surface
3827,may either
3828,ed industrially relevant process applied wide range metal prepared large number bimetallic catalyst using electroless deposition supported carbon
3829,metal metal
3830,pt rh tested electrocatalysts pem fuel cell
3831,using electroless
3832,selective oxidation
3833,permit selected
3834,depending nature activated metal site reducing agent principle
3835,carried either
3836,surface ensemble
3837,site permit
3838,metal onto
3839,property catalytic
3840,reaction pathway
3841,silica supported
3842,pt rh
3843,focus heterogeneous
3844,stirred tank
3845,whereby controlled chemical reaction used deposit metal salt onto catalytic metal site ha activated reducing agent process may either catalytic deposition metal salt metal solution onto pre existing metal metal support autocatalytic deposition metal salt metal onto reduced
3846,deposition ed
3847,higher value
3848,ensemble catalytic
3849,even difficult correlate catalyst performance bimetallic catalyst composition laboratory us electroless deposition ed
3850,metallic particle
3851,bifunctionality active
3852,placing different
3853,controlled chemical
3854,modifying electronic property catalytic surface site
3855,selective hydrogenation multi functional olefin reaction conducted either automated
3856,metal doe
3857,onto reduced
3858,addition either
3859,catalyst performance
3860,selective deposition
3861,deposited metal metal
3862,occur thus
3863,existing metal
3864,catalyst selective
3865,two high
3866,characterization evaluation
3867,rational catalyst
3868,current design
3869,depending nature
3870,industrial company
3871,support successive
3872,step metal
3873,proximity bimetallic
3874,several industrial company
3875,either automated
3876,group focus
3877,either preparative
3878,catalytic surface
3879,activated metal
3880,introducing bifunctionality
3881,difficult correlate
3882,activated reducing
3883,nature activated
3884,formation separate
3885,autocatalytic deposition
3886,co impregnation
3887,supported carbon
3888,functional olefin
3889,reducing agent
3890,synthesis novel
3891,group focus heterogeneous catalysis
3892,deposit metal
3893,biomass molecule
3894,formation bimetallic
3895,deposition metal
3896,great opportunity
3897,modifying electronic
3898,catalyst synthesis
3899,often carried
3900,surface formation
3901,impossible ensure
3902,support perhaps
3903,funded nsf
3904,chemical reaction
3905,changing performance
3906,changing catalyst
3907,pt co
3908,dr morehouse student investigated broad range thermodynamic heat engine application
3909,range thermodynamic
3910,heat engine
3911,system ground
3912,power system
3913,morehouse ha
3914,associated solar
3915,student investigated
3916,long associated
3917,dr morehouse
3918,hvac control
3919,conventional hvac
3920,engine application
3921,pump phase
3922,space based
3923,system application
3924,storage system
3925,humid climate
3926,control project
3927,ranging space based fuel cell power system ground coupled heat pump phase change storage system dr morehouse ha long associated solar energy system design analysis currently involved conventional hvac control project evaporative system application humid climate
3928,thermodynamic heat
3929,coupled heat
3930,involved conventional
3931,ground coupled
3932,project evaporative
3933,currently involved
3934,ha long
3935,investigated broad
3936,analysis currently
3937,evaporative system
3938,morehouse student
3939,based fuel
3940,ranging space
3941,heat pump
3942,broad range
3943,system dr
3944,design analysis
3945,application humid
3946,cell power
3947,change storage
3948,sc moss focus involvement protein aggregation alzheimer disease one hallmark alzheimer disease senile plaque accumulate brain associated neuronal loss cerebrovasculature may perpetuate stoke plaque composed primarily amyloid protein aggregate fibril deposit yield plaque consequently
3949,moss focus
3950,atomic force microscopy furthermore
3951,characterize inhibitor
3952,biophysical technique
3953,dynamic light
3954,amyloid protein
3955,focus involvement
3956,disease one
3957,nf kb
3958,change ab
3959,effective therapeutic
3960,fluorescence spectroscopy
3961,cellular effect
3962,correlating change
3963,accumulate brain
3964,deposit yield
3965,yield plaque
3966,including nf
3967,plaque consequently
3968,focus understand
3969,alzheimer disease
3970,seek determine various aggregation product affect neuronal vascular cell particular
3971,utilize myriad
3972,associated neuronal
3973,primarily amyloid
3974,design effective
3975,seek determine
3976,various aggregation
3977,agent alzheimer
3978,stoke plaque
3979,therapeutic agent
3980,loss cerebrovasculature
3981,interested ab stimulation neuronal apoptosis endothelial inflammatory response
3982,plaque accumulate
3983,aggregate fibril
3984,cell particular
3985,neuronal loss
3986,aggregation product
3987,may perpetuate
