nsf_proposal_links_v0,researcher,team
v0_039_invites_rd_project_proposals_on_spatial_data_infrastructures_sdi_for_urban_governance_applications,Ranjana Pathania,"['Ranjana Pathania', 'Pranita P Sarangi', 'Avlokita Agrawal']"
v0_039_invites_rd_project_proposals_on_spatial_data_infrastructures_sdi_for_urban_governance_applications,Sanjoy Ghosh,"['Sanjoy Ghosh', 'Pranita P Sarangi', 'Avlokita Agrawal']"
v0_039_invites_rd_project_proposals_on_spatial_data_infrastructures_sdi_for_urban_governance_applications,Saugata Hazra,"['Saugata Hazra', 'Pranita P Sarangi', 'Avlokita Agrawal']"
v0_039_invites_rd_project_proposals_on_spatial_data_infrastructures_sdi_for_urban_governance_applications,Shailly Tomar,"['Shailly Tomar', 'Pranita P Sarangi', 'Avlokita Agrawal']"
v0_039_invites_rd_project_proposals_on_spatial_data_infrastructures_sdi_for_urban_governance_applications,Shri Ram Yadav,"['Shri Ram Yadav', 'Pranita P Sarangi', 'Avlokita Agrawal']"
v0_039_invites_rd_project_proposals_on_spatial_data_infrastructures_sdi_for_urban_governance_applications,Soma Rohatgi,"['Soma Rohatgi', 'Pranita P Sarangi', 'Avlokita Agrawal']"
v0_039_invites_rd_project_proposals_on_spatial_data_infrastructures_sdi_for_urban_governance_applications,Sachin Suresh Tiwari,"['Sachin Suresh Tiwari', 'Pranita P Sarangi', 'Avlokita Agrawal']"
v0_039_invites_rd_project_proposals_on_spatial_data_infrastructures_sdi_for_urban_governance_applications,Jitin Singla,"['Jitin Singla', 'Pranita P Sarangi', 'Avlokita Agrawal']"
v0_039_invites_rd_project_proposals_on_spatial_data_infrastructures_sdi_for_urban_governance_applications,Rajesh Kumar,"['Rajesh Kumar', 'Pranita P Sarangi', 'Avlokita Agrawal']"
v0_039_invites_rd_project_proposals_on_spatial_data_infrastructures_sdi_for_urban_governance_applications,Akhil Upadhyay,"['Akhil Upadhyay', 'Pranita P Sarangi', 'Avlokita Agrawal']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Arindam Biswas,"['Arindam Biswas', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Avlokita Agrawal,"['Avlokita Agrawal', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Gaurav Raheja,"['Gaurav Raheja', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Harshit Sosan Lakra,"['Harshit Sosan Lakra', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Mahua Mukherjee,"['Mahua Mukherjee', 'Sonal Atreya', 'N K Navani', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Prabhjot Singh Chani,"['Prabhjot Singh Chani', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,E Rajasekar,"['E Rajasekar', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Ram Sateesh Pasupuleti,"['Ram Sateesh Pasupuleti', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Saptarshi Kolay,"['Saptarshi Kolay', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Shubhajit Sadhukhan,"['Shubhajit Sadhukhan', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Smriti Saraswat,"['Smriti Saraswat', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Sonal Atreya,"['Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Tina Pujara,"['Tina Pujara', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Uttam Kumar Roy,"['Uttam Kumar Roy', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,V Devadas,"['V Devadas', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Jaydev Dabas,"['Jaydev Dabas', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Millie Pant,"['Millie Pant', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Rajan Arora,"['Rajan Arora', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Ashwani Kumar Sharma,"['Ashwani Kumar Sharma', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Bijan Choudhury,"['Bijan Choudhury', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Debabrata Sircar,"['Debabrata Sircar', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Deepak Sharma,"['Deepak Sharma', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,P Gopinath,"['P Gopinath', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Harsh Chauhan,"['Harsh Chauhan', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Srinivas Kiran Ambatipudi,"['Srinivas Kiran Ambatipudi', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Krishna Mohan Poluri,"['Krishna Mohan Poluri', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Maya S.Nair,"['Maya S.Nair', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,N K Navani,"['N K Navani', 'Sonal Atreya', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Partha Roy,"['Partha Roy', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Poonam Choudhary,"['Poonam Choudhary', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Prabhat Kumar Mandal,"['Prabhat Kumar Mandal', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Pranita P Sarangi,"['Pranita P Sarangi', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Pravindra Kumar,"['Pravindra Kumar', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Prince Tiwari,"['Prince Tiwari', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,R. P. Singh,"['R. P. Singh', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Ramasare Prasad,"['Ramasare Prasad', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Ranjana Pathania,"['Ranjana Pathania', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Sanjoy Ghosh,"['Sanjoy Ghosh', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Saugata Hazra,"['Saugata Hazra', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Shailly Tomar,"['Shailly Tomar', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Shri Ram Yadav,"['Shri Ram Yadav', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Soma Rohatgi,"['Soma Rohatgi', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Sachin Suresh Tiwari,"['Sachin Suresh Tiwari', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Jitin Singla,"['Jitin Singla', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Rajesh Kumar,"['Rajesh Kumar', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_040_advertisement_for_the_swarnajayanti_fellowships_scheme_2017_18,Akhil Upadhyay,"['Akhil Upadhyay', 'Sonal Atreya', 'N K Navani', 'Mahua Mukherjee', 'Krishna Mohan Poluri']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Arindam Biswas,"['Arindam Biswas', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Avlokita Agrawal,"['Avlokita Agrawal', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Gaurav Raheja,"['Gaurav Raheja', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Harshit Sosan Lakra,"['Harshit Sosan Lakra', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Mahua Mukherjee,"['Mahua Mukherjee', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Prabhjot Singh Chani,"['Prabhjot Singh Chani', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,E Rajasekar,"['E Rajasekar', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Ram Sateesh Pasupuleti,"['Ram Sateesh Pasupuleti', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Saptarshi Kolay,"['Saptarshi Kolay', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Shubhajit Sadhukhan,"['Shubhajit Sadhukhan', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Smriti Saraswat,"['Smriti Saraswat', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Sonal Atreya,"['Sonal Atreya', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Tina Pujara,"['Tina Pujara', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Uttam Kumar Roy,"['Uttam Kumar Roy', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,V Devadas,"['V Devadas', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Jaydev Dabas,"['Jaydev Dabas', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Millie Pant,"['Millie Pant', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Rajan Arora,"['Rajan Arora', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Ashwani Kumar Sharma,"['Ashwani Kumar Sharma', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Bijan Choudhury,"['Bijan Choudhury', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Debabrata Sircar,"['Debabrata Sircar', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Deepak Sharma,"['Deepak Sharma', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,P Gopinath,"['P Gopinath', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Harsh Chauhan,"['Harsh Chauhan', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Srinivas Kiran Ambatipudi,"['Srinivas Kiran Ambatipudi', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Krishna Mohan Poluri,"['Krishna Mohan Poluri', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Maya S.Nair,"['Maya S.Nair', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,N K Navani,"['N K Navani', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Partha Roy,"['Partha Roy', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Poonam Choudhary,"['Poonam Choudhary', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Prabhat Kumar Mandal,"['Prabhat Kumar Mandal', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Pranita P Sarangi,"['Pranita P Sarangi', 'Sachin Suresh Tiwari', 'Pravindra Kumar']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Pravindra Kumar,"['Pravindra Kumar', 'Sachin Suresh Tiwari', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Prince Tiwari,"['Prince Tiwari', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,R. P. Singh,"['R. P. Singh', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Ramasare Prasad,"['Ramasare Prasad', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Ranjana Pathania,"['Ranjana Pathania', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Sanjoy Ghosh,"['Sanjoy Ghosh', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Saugata Hazra,"['Saugata Hazra', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Shailly Tomar,"['Shailly Tomar', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Shri Ram Yadav,"['Shri Ram Yadav', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Soma Rohatgi,"['Soma Rohatgi', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Sachin Suresh Tiwari,"['Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Jitin Singla,"['Jitin Singla', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Rajesh Kumar,"['Rajesh Kumar', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_041_announcement_for_inviting_applications_for_participation_in_3rd_brics_young_scientist_conclave_durban_south_africa25_29_june_2018,Akhil Upadhyay,"['Akhil Upadhyay', 'Sachin Suresh Tiwari', 'Pravindra Kumar', 'Pranita P Sarangi']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,Arindam Biswas,"['Arindam Biswas', 'Pranita P Sarangi', 'Shri Ram Yadav', 'Rajesh Kumar']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,Avlokita Agrawal,"['Avlokita Agrawal', 'Jitin Singla', 'Shri Ram Yadav', 'Saugata Hazra']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,Gaurav Raheja,"['Gaurav Raheja', 'Poonam Choudhary', 'Pravindra Kumar', 'Maya S.Nair', 'Soma Rohatgi']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,Harshit Sosan Lakra,"['Harshit Sosan Lakra', 'R. P. Singh']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,Mahua Mukherjee,"['Mahua Mukherjee', 'Rajesh Kumar', 'Saugata Hazra', 'Pravindra Kumar']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,Prabhjot Singh Chani,"['Prabhjot Singh Chani', 'Poonam Choudhary', 'Soma Rohatgi']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,E Rajasekar,"['E Rajasekar', 'Prabhat Kumar Mandal', 'Ranjana Pathania']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,Ram Sateesh Pasupuleti,"['Ram Sateesh Pasupuleti', 'Prabhat Kumar Mandal', 'Sachin Suresh Tiwari', 'R. P. Singh', 'Soma Rohatgi']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,Saptarshi Kolay,"['Saptarshi Kolay', 'Jitin Singla', 'Ranjana Pathania', 'R. P. Singh', 'Partha Roy']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,Shubhajit Sadhukhan,"['Shubhajit Sadhukhan', 'Prince Tiwari']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,Smriti Saraswat,"['Smriti Saraswat', 'Akhil Upadhyay', 'Poonam Choudhary']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,Sonal Atreya,"['Sonal Atreya', 'N K Navani']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,Tina Pujara,"['Tina Pujara', 'Ramasare Prasad']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,Uttam Kumar Roy,"['Uttam Kumar Roy', 'Poonam Choudhary', 'Shri Ram Yadav']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,V Devadas,"['V Devadas', 'Saugata Hazra', 'Akhil Upadhyay', 'Sachin Suresh Tiwari']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,Jaydev Dabas,"['Jaydev Dabas', 'Ramasare Prasad']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,Millie Pant,"['Millie Pant', 'Ramasare Prasad', 'Soma Rohatgi', 'Akhil Upadhyay', 'Saugata Hazra']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,Rajan Arora,"['Rajan Arora', 'Ramasare Prasad', 'Maya S.Nair', 'Sanjoy Ghosh', 'Pranita P Sarangi']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,Ashwani Kumar Sharma,"['Ashwani Kumar Sharma', 'Shailly Tomar', 'Ranjana Pathania']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,Bijan Choudhury,"['Bijan Choudhury', 'Akhil Upadhyay', 'Jitin Singla', 'Ramasare Prasad']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,Debabrata Sircar,"['Debabrata Sircar', 'Partha Roy', 'Akhil Upadhyay', 'Saugata Hazra']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,Deepak Sharma,"['Deepak Sharma', 'Saugata Hazra']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,P Gopinath,"['P Gopinath', 'Ramasare Prasad', 'Ranjana Pathania', 'Prabhat Kumar Mandal']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,Harsh Chauhan,"['Harsh Chauhan', 'N K Navani', 'Maya S.Nair', 'Rajesh Kumar', 'Partha Roy']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,Srinivas Kiran Ambatipudi,"['Srinivas Kiran Ambatipudi', 'Shailly Tomar', 'Sachin Suresh Tiwari', 'Poonam Choudhary']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,Krishna Mohan Poluri,"['Krishna Mohan Poluri', 'Prabhat Kumar Mandal']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,Maya S.Nair,"['Maya S.Nair', 'Ranjana Pathania', 'R. P. Singh']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,N K Navani,"['N K Navani', 'Prince Tiwari']"
v0_042_ministry_of_mines___invites_science_and_technology_project_proposals,Partha Roy,"['Partha Roy', 'Shailly Tomar', 'Pranita P Sarangi']"
